0.	0.	0.	0.	0.
1.	117.73845539128263*(4.875131232211193*^-10 + (0.0000635724123675638*(-5.852520318247028*^-6*GeV^4 - 3.031717638477766*^-10*GeV^2*mTv + 3.6234487753732557*^-10*mTv^2))/GeV^4)	0.11773845539128264*(2.454230721786117*^-7 + (0.0010715205254946817*(-4.62409197131998*^-6*GeV^4 - 3.031717638477764*^-8*GeV^2*mTv + 4.073034160021353*^-10*mTv^2))/GeV^4)	0.00011773845539128262*(0.000024566181916311335 + (0.001110733137154355*(0.0004780997131716666*GeV^4 - 3.031717638477766*^-6*GeV^2*mTv + 4.903157262483112*^-9*mTv^2))/GeV^4)	1.1773845539128264*^-7*(0.002456640685641058 + (0.0011126465722491041*(0.05234928993197311*GeV^4 - 0.0003031717638477766*GeV^2*mTv + 4.5448854191058084*^-7*mTv^2))/GeV^4)
2.	231.60427103603854*(2.6208556409517078*^-11 + (4.040610379919409*^-6*(-5.646240366033277*^-6*GeV^4 - 2.912016757305103*^-10*GeV^2*mTv + 3.496320502583968*^-10*mTv^2))/GeV^4)	0.2316042710360385*(2.3612644675382902*^-7 + (0.002055014028540935*(-4.3637644929228195*^-6*GeV^4 - 2.9120167573051027*^-8*GeV^2*mTv + 3.9279139559808297*^-10*mTv^2))/GeV^4)	0.00023160427103603853*(0.00002370323483337664 + (0.002209665762312666*(0.0004711406401231*GeV^4 - 2.912016757305103*^-6*GeV^2*mTv + 4.7087259295667005*^-9*mTv^2))/GeV^4)	2.3160427103603852*^-7*(0.002370410077261047 + (0.002217299837316303*(0.051494149274775136*GeV^4 - 0.00029120167573051033*GeV^2*mTv + 4.3630217932642863*^-7*mTv^2))/GeV^4)
3.	341.6929807504487*(8.904546098966181*^-13 + (1.4880129405578812*^-7*(-5.44574652882575*^-6*GeV^4 - 2.796559890442053*^-10*GeV^2*mTv + 3.3727604173760526*^-10*mTv^2))/GeV^4)	0.3416929807504487*(2.2670594121310673*^-7 + (0.0029539565393929272*(-4.111553716660375*^-6*GeV^4 - 2.796559890442052*^-8*GeV^2*mTv + 3.7875932408310026*^-10*mTv^2))/GeV^4)	0.00034169298075044873*(0.000022863745467647638 + (0.003296852506033525*(0.0004642939919733209*GeV^4 - 2.7965598904420525*^-6*GeV^2*mTv + 4.527087558632602*^-9*mTv^2))/GeV^4)	3.4169298075044874*^-7*(0.0022865620053959188 + (0.003313984681020635*(0.050654711205705874*GeV^4 - 0.0002796559890442053*GeV^2*mTv + 4.1935991101358293*^-7*mTv^2))/GeV^4)
4.	448.0980234924908*(2.3533035425005153*^-14 + (4.1684290849207795*^-9*(-5.250912526186131*^-6*GeV^4 - 2.6852237294186467*^-10*GeV^2*mTv + 3.252690378500686*^-10*mTv^2))/GeV^4)	0.4480980234924907*(2.1722197069654*^-7 + (0.003771951791083055*(-3.867276727372601*^-6*GeV^4 - 2.685223729418647*^-8*GeV^2*mTv + 3.651937057163423*^-10*mTv^2))/GeV^4)	0.0004480980234924908*(0.00002204726995707341 + (0.004372348465279102*(0.000457557901452299*GeV^4 - 2.685223729418647*^-6*GeV^2*mTv + 4.357660492343715*^-9*mTv^2))/GeV^4)	4.4809802349249076*^-7*(0.0022050475423714484 + (0.004402726136645111*(0.04983069170240264*GeV^4 - 0.0002685223729418647*GeV^2*mTv + 4.0360433915508094*^-7*mTv^2))/GeV^4)
5.	550.9107864268364*(5.282451657795735*^-16 + (9.831940637948416*^-11*(-5.061614180491173*^-6*GeV^4 - 2.577887942498995*^-10*GeV^2*mTv + 3.136033556889845*^-10*mTv^2))/GeV^4)	0.5509107864268363*(2.0772975681512835*^-7 + (0.004512689426438982*(-3.6307535126089476*^-6*GeV^4 - 2.5778879424989944*^-8*GeV^2*mTv + 3.520813704215517*^-10*mTv^2))/GeV^4)	0.0005509107864268364*(0.00002125336806231192 + (0.005436209187837776*(0.00045093054693400627*GeV^4 - 2.5778879424989947*^-6*GeV^2*mTv + 4.199882843678265*^-9*mTv^2))/GeV^4)	5.509107864268363*^-7*(0.002125818410450428 + (0.005483549381634735*(0.049021812928179434*GeV^4 - 0.0002577887942498995*GeV^2*mTv + 3.889800301693496*^-7*mTv^2))/GeV^4)
6.	650.2206471398562*(1.055148189174819*^-17 + (2.05500979303739*^-12*(-4.8777293909556344*^-6*GeV^4 - 2.474435119029557*^-10*GeV^2*mTv + 3.022714419176639*^-10*mTv^2))/GeV^4)	0.6502206471398562*(1.9827930191914703*^-7 + (0.0051799084295700935*(-3.4018069329590297*^-6*GeV^4 - 2.4744351190295582*^-8*GeV^2*mTv + 3.3940946744900615*^-10*mTv^2))/GeV^4)	0.0006502206471398562*(0.00002048160326475876 + (0.006488490656992842*(0.00044441015124361026*GeV^4 - 2.4744351190295585*^-6*GeV^2*mTv + 4.053212020583235*^-9*mTv^2))/GeV^4)	6.502206471398562*^-7*(0.0020488269799614147 + (0.006556479734329768*(0.048227803092669615*GeV^4 - 0.00024744351190295587*GeV^2*mTv + 3.754334673340062*^-7*mTv^2))/GeV^4)
7.	746.115015021042*(1.9288746777059185*^-19 + (3.9222392542250693*^-14*(-4.699138107882944*^-6*GeV^4 - 2.3747507145304713*^-10*GeV^2*mTv + 2.9126587113643136*^-10*mTv^2))/GeV^4)	0.7461150150210419*(1.8891544918293554*^-7 + (0.005777365292545751*(-3.1802626925149952*^-6*GeV^4 - 2.3747507145304714*^-8*GeV^2*mTv + 3.2716545912726377*^-10*mTv^2))/GeV^4)	0.000746115015021042*(0.0000197315428601413 + (0.007529249276434341*(0.00043799498048817034*GeV^4 - 2.374750714530471*^-6*GeV^2*mTv + 3.917124258210503*^-9*mTv^2))/GeV^4)	7.461150150210419*^-7*(0.0019740262672815517 + (0.007621542650733935*(0.047448396314995596*GeV^4 - 0.00023747507145304716*GeV^2*mTv + 3.629130041665344*^-7*mTv^2))/GeV^4)
8.	838.6793718268425*(3.2871046190347698*^-21 + (6.972436199864603*^-16*(-4.5257223071422595*^-6*GeV^4 - 2.278722996523538*^-10*GeV^2*mTv + 2.805793442643052*^-10*mTv^2))/GeV^4)	0.8386793718268425*(1.7967801078760113*^-7 + (0.006308806465534939*(-2.965949309466263*^-6*GeV^4 - 2.278722996523538*^-8*GeV^2*mTv + 3.1533711470390355*^-10*mTv^2))/GeV^4)	0.0008386793718268425*(0.000019002758047738393 + (0.008558541855411102*(0.00043168334291055556*GeV^4 - 2.2787229965235387*^-6*GeV^2*mTv + 3.791114158663741*^-9*mTv^2))/GeV^4)	8.386793718268425*^-7*(0.0019013699326769914 + (0.00867876372131733*(0.04668333248943694*GeV^4 - 0.00022787229965235385*GeV^2*mTv + 3.5136881855464745*^-7*mTv^2))/GeV^4)
9.	927.9973114426164*(5.2882439189858436*^-23 + (1.1620726999774339*^-17*(-4.357365964870639*^-6*GeV^4 - 2.1862429910905787*^-10*GeV^2*mTv + 2.7020468693536553*^-10*mTv^2))/GeV^4)	0.9279973114426163*(1.7060194904540616*^-7 + (0.006777944673928321*(-2.7586980868272738*^-6*GeV^4 - 2.1862429910905788*^-8*GeV^2*mTv + 3.039125042744651*^-10*mTv^2))/GeV^4)	0.0009279973114426163*(0.000018294824015287886 + (0.009576425594120096*(0.00042547358776630714*GeV^4 - 2.1862429910905784*^-6*GeV^2*mTv + 3.6746942381844193*^-9*mTv^2))/GeV^4)	9.279973114426164*^-7*(0.0018308122780044548 + (0.00972816866785367*(0.04593235715356771*GeV^4 - 0.0002186242991090579*GeV^2*mTv + 3.407528676291799*^-7*mTv^2))/GeV^4)
