0.	0.	0.	0.	0.
1.	(0.007484917637654635*(1.6947333408720354*^-17*mTv^2 + 8.879254344947763*^-15*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.00012615917159179932*(1.6947333408720353*^-15*mTv^2 + 8.879254344947763*^-13*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.3077600392046746*^-7*(1.6947333408720354*^-13*mTv^2 + 8.879254344947763*^-11*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.3100128881301469*^-10*(1.6947333408720357*^-11*mTv^2 + 8.879254344947763*^-9*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
2.	(0.0009358226215818855*(1.5641675958857753*^-17*mTv^2 + 9.1153400112672*^-15*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0004759500260490563*(1.564167595885775*^-15*mTv^2 + 9.1153400112672*^-13*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.117680281137174*^-7*(1.564167595885775*^-13*mTv^2 + 9.1153400112672*^-11*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.135361124899692*^-10*(1.5641675958857754*^-11*mTv^2 + 9.115340011267201*^-9*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
3.	(0.00005084435770544628*(1.4411863765958043*^-17*mTv^2 + 9.34800245633201*^-15*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0010093462149524497*(1.4411863765958042*^-15*mTv^2 + 9.348002456332012*^-13*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.1265113598811819*^-6*(1.4411863765958042*^-13*mTv^2 + 9.348002456332011*^-11*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.1323653038192658*^-9*(1.4411863765958044*^-11*mTv^2 + 9.348002456332012*^-9*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
4.	(1.8678648340216136*^-6*(1.3254695536029435*^-17*mTv^2 + 9.577118323717419*^-15*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0016902041422932777*(1.3254695536029434*^-15*mTv^2 + 9.57711832371742*^-13*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.9592407053119914*^-6*(1.3254695536029433*^-13*mTv^2 + 9.577118323717419*^-11*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(1.9728528798094042*^-9*(1.3254695536029436*^-11*mTv^2 + 9.577118323717419*^-9*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
5.	(5.416522148954133*^-8*(1.2167070829166705*^-17*mTv^2 + 9.802576685295219*^-15*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.0024860892808195685*(1.2167070829166704*^-15*mTv^2 + 9.802576685295218*^-13*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(2.9948662788525024*^-6*(1.2167070829166702*^-13*mTv^2 + 9.802576685295218*^-11*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(3.0209465022467844*^-9*(1.2167070829166706*^-11*mTv^2 + 9.80257668529522*^-9*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
6.	(1.3362097975075142*^-9*(1.1145987798366148*^-17*mTv^2 + 1.0024278579868433*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.003368083411200263*(1.1145987798366147*^-15*mTv^2 + 1.0024278579868432*^-12*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(4.2189505939507974*^-6*(1.1145987798366146*^-13*mTv^2 + 1.0024278579868432*^-10*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(4.263158495815254*^-9*(1.1145987798366148*^-11*mTv^2 + 1.0024278579868433*^-8*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
7.	(2.926441600082258*^-11*(1.0188540962073271*^-17*mTv^2 + 1.0242136561431605*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.00431057899202982*(1.018854096207327*^-15*mTv^2 + 1.0242136561431604*^-12*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.617685936983977*^-6*(1.0188540962073269*^-13*mTv^2 + 1.0242136561431605*^-10*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(5.686547409335862*^-9*(1.0188540962073272*^-11*mTv^2 + 1.0242136561431604*^-8*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
8.	(5.847638412205183*^-13*(9.291919010164851*^-18*mTv^2 + 1.0456074256944602*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.005291065843491964*(9.29191901016485*^-16*mTv^2 + 1.0456074256944603*^-12*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(7.177872507049923*^-6*(9.29191901016485*^-14*mTv^2 + 1.0456074256944602*^-10*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(7.278700106028009*^-9*(9.291919010164851*^-12*mTv^2 + 1.0456074256944602*^-8*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
9.	(1.078400341279921*^-14*(8.453402643068148*^-18*mTv^2 + 1.066602593350836*^-14*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4	(0.006289914434512282*(8.453402643068147*^-16*mTv^2 + 1.066602593350836*^-12*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(8.886897204573708*^-6*(8.453402643068147*^-14*mTv^2 + 1.0666025933508361*^-10*(1.*GeV^4 - 0.06514299005151196*GeV^2*mTv + 0.0010609022882128462*mTv^2)))/GeV^4	(9.027714369028505*^-9*(8.453402643068148*^-12*mTv^2 + 1.0666025933508361*^-8*(1.*GeV^4 - 0.06514299005151195*GeV^2*mTv + 0.0010609022882128465*mTv^2)))/GeV^4
