0.	0.	0.	0.	0.
1.	117.73845539128263*(6.9192066614611105*^-15 + (0.0000635724123675638*(0.00002132603112819774*GeV^4 + 9.352696075221404*^-7*GeV^2*mTv + 1.028282608529959*^-8*mTv^2))/GeV^4)	0.11773845539128264*(3.4832558858611184*^-12 + (0.0010715205254946817*(0.0021326028283295013*GeV^4 + 0.00009352709959249004*GeV^2*mTv + 1.0282810262699466*^-6*mTv^2))/GeV^4)	0.00011773845539128262*(3.486644388953411*^-10 + (0.001110733137154355*(0.2132602876562009*GeV^4 + 0.00935271009808928*GeV^2*mTv + 0.00010282810104473463*mTv^2))/GeV^4)	1.1773845539128264*^-7*(3.486676314392111*^-8 + (0.0011126465722491041*(21.32602882152075*GeV^4 + 0.9352710099477684*GeV^2*mTv + 0.010282810102891204*mTv^2))/GeV^4)
2.	231.60427103603854*(3.5579767444325925*^-16 + (4.040610379919409*^-6*(0.000020770770766584074*GeV^4 + 9.066765382969842*^-7*GeV^2*mTv + 9.922117933601199*^-9*mTv^2))/GeV^4)	0.2316042710360385*(3.2055653625796357*^-12 + (0.002055014028540935*(0.002077075930608489*GeV^4 + 0.00009066779636152305*GeV^2*mTv + 9.922102744204782*^-7*mTv^2))/GeV^4)	0.00023160427103603853*(3.2178635475837954*^-10 + (0.002209665762312666*(0.20770759662902913*GeV^4 + 0.009066779778684128*GeV^2*mTv + 0.00009922102592310816*mTv^2))/GeV^4)	2.3160427103603852*^-7*(3.21798110429344*^-8 + (0.002217299837316303*(20.770759713613394*GeV^4 + 0.9066779780109447*GeV^2*mTv + 0.00992210259079188*mTv^2))/GeV^4)
3.	341.6929807504487*(1.1546023460166483*^-17 + (1.4880129405578812*^-7*(0.00002022679789242592*GeV^4 + 8.787716657737238*^-7*GeV^2*mTv + 9.571513179776081*^-9*mTv^2))/GeV^4)	0.3416929807504487*(2.9395682685157324*^-12 + (0.0029539565393929272*(0.0020226778218001185*GeV^4 + 0.0000878773127472185*GeV^2*mTv + 9.571498580249256*^-7*mTv^2))/GeV^4)	0.00034169298075044873*(2.964613115848583*^-10 + (0.003296852506033525*(0.20226778455614758*GeV^4 + 0.008787731420891695*GeV^2*mTv + 0.00009571498434253984*mTv^2))/GeV^4)	3.4169298075044874*^-7*(2.964856182898724*^-8 + (0.003313984681020635*(20.226778501426676*GeV^4 + 0.8787731422353393*GeV^2*mTv + 0.009571498432794034*mTv^2))/GeV^4)
4.	448.0980234924908*(2.9099790900322225*^-19 + (4.1684290849207795*^-9*(0.000019693939212432707*GeV^4 + 8.515422790485967*^-7*GeV^2*mTv + 9.230791420948691*^-9*mTv^2))/GeV^4)	0.4480980234924907*(2.6860597505023525*^-12 + (0.003771951791083055*(0.001969391171137119*GeV^4 + 0.00008515437765727129*GeV^2*mTv + 9.230777369956903*^-7*mTv^2))/GeV^4)	0.0004480980234924908*(2.726256660422513*^-10 + (0.004372348465279102*(0.1969391183584261*GeV^4 + 0.008515437915479538*GeV^2*mTv + 0.00009230777229446985*mTv^2))/GeV^4)	4.4809802349249076*^-7*(2.7266530326172106*^-8 + (0.004402726136645111*(19.69391187703552*GeV^4 + 0.8515437916977064*GeV^2*mTv + 0.009230777228041888*mTv^2))/GeV^4)
5.	550.9107864268364*(6.219071473899053*^-21 + (9.831940637948416*^-11*(0.000019172023391160467*GeV^4 + 8.249758433517158*^-7*GeV^2*mTv + 8.899735926951553*^-9*mTv^2))/GeV^4)	0.5509107864268363*(2.4456186039722916*^-12 + (0.004512689426438982*(0.0019171988436739852*GeV^4 + 0.00008249773761295819*GeV^2*mTv + 8.899722385091397*^-7*mTv^2))/GeV^4)	0.0005509107864268364*(2.502175573070097*^-10 + (0.005436209187837776*(0.1917198845389786*GeV^4 + 0.008249773914573605*GeV^2*mTv + 0.00008899722249672793*mTv^2))/GeV^4)	5.509107864268363*^-7*(2.502742569467904*^-8 + (0.005483549381634735*(19.17198849073966*GeV^4 + 0.8249773916106381*GeV^2*mTv + 0.008899722248318611*mTv^2))/GeV^4)
6.	650.2206471398562*(1.1806476784453*^-22 + (2.05500979303739*^-12*(0.00001866088103535019*GeV^4 + 7.990599982744939*^-7*GeV^2*mTv + 8.578133594844164*^-9*mTv^2))/GeV^4)	0.6502206471398562*(2.2186267284188065*^-12 + (0.0051799084295700935*(0.0018660838987201616*GeV^4 + 0.00007990615657187305*GeV^2*mTv + 8.578120524576592*^-7*mTv^2))/GeV^4)	0.0006502206471398562*(2.2917688333698746*^-10 + (0.006488490656992842*(0.18660838902648014*GeV^4 + 0.007990615813931727*GeV^2*mTv + 0.00008578120393873914*mTv^2))/GeV^4)	6.502206471398562*^-7*(2.292514778724379*^-8 + (0.006556479734329768*(18.660838935395265*GeV^4 + 0.7990615815499172*GeV^2*mTv + 0.008578120392566889*mTv^2))/GeV^4)
7.	746.115015021042*(2.047451095758568*^-24 + (3.9222392542250693*^-14*(0.000018160344678349626*GeV^4 + 7.737825560093666*^-7*GeV^2*mTv + 8.265774903832879*^-9*mTv^2))/GeV^4)	0.7461150150210419*(2.0052891351933404*^-12 + (0.005777365292545751*(0.0018160295882815695*GeV^4 + 0.00007737841575189215*GeV^2*mTv + 8.265762269418041*^-7*mTv^2))/GeV^4)	0.000746115015021042*(2.0944527665245683*^-10 + (0.007529249276434341*(0.18160295701931842*GeV^4 + 0.007737841735340168*GeV^2*mTv + 0.00008265762143073893*mTv^2))/GeV^4)	7.461150150210419*^-7*(2.0953783523192793*^-8 + (0.007621542650733935*(18.16029573083015*GeV^4 + 0.7737841736941679*GeV^2*mTv + 0.008265762141810453*mTv^2))/GeV^4)
8.	838.6793718268425*(3.303338815083767*^-26 + (6.972436199864603*^-16*(0.000017670248764618194*GeV^4 + 7.491314996017606*^-7*GeV^2*mTv + 7.962453870589417*^-9*mTv^2))/GeV^4)	0.8386793718268425*(1.805653960067781*^-12 + (0.006308806465534939*(0.0017670193555104578*GeV^4 + 0.00007491331345636384*GeV^2*mTv + 7.962441638023109*^-7*mTv^2))/GeV^4)	0.0008386793718268425*(1.9096607965940642*^-10 + (0.008558541855411102*(0.1767019328305772*GeV^4 + 0.007491331509132571*GeV^2*mTv + 0.00007962441515697445*mTv^2))/GeV^4)	8.386793718268425*^-7*(1.910760328124098*^-8 + (0.00867876372131733*(17.67019330834208*GeV^4 + 0.7491331510767534*GeV^2*mTv + 0.00796244151447419*mTv^2))/GeV^4)
9.	927.9973114426164*(5.020463962410424*^-28 + (1.1620726999774339*^-17*(0.00001719042963431474*GeV^4 + 7.250949812142515*^-7*GeV^2*mTv + 7.667968004965689*^-9*mTv^2))/GeV^4)	0.9279973114426163*(1.6196320559731235*^-12 + (0.006777944673928321*(0.0017190368331635429*GeV^4 + 0.00007250966490051798*GeV^2*mTv + 7.667956141917353*^-7*mTv^2))/GeV^4)	0.0009279973114426163*(1.7368431954819496*^-10 + (0.009576425594120096*(0.17190367973384948*GeV^4 + 0.0072509666568308885*GeV^2*mTv + 0.0000766795602328687*mTv^2))/GeV^4)	9.279973114426164*^-7*(1.738105731216462*^-8 + (0.00972816866785367*(17.190367995280074*GeV^4 + 0.7250966658498682*GeV^2*mTv + 0.007667956022100566*mTv^2))/GeV^4)
