65.99999999999999	0.	(0.0001745385789805068*(4.006069966211049*^-6*(6.424522979272982*^-11*GeV^4 - 1.0462815913112332*^-12*GeV^2*mTv + 6.325610009353256*^-14*mTv^2) + 0.0021247485041969243*(3.7878884590184233*^-6*GeV^4 - 6.168859505051884*^-8*GeV^2*mTv + 2.5135071515257946*^-10*mTv^2)))/GeV^4	(1.7453857898050684*^-7*(0.00003237729980274325*(6.424522979272854*^-9*GeV^4 - 1.0462815913111873*^-10*GeV^2*mTv + 6.325610009353252*^-12*mTv^2) + 0.05071333206611606*(0.0003787888543992042*GeV^4 - 6.168859643437752*^-6*GeV^2*mTv + 2.5135075398863405*^-8*mTv^2)))/GeV^4	(1.7453857898050683*^-10*(0.00003349722646337973*(6.424522979272924*^-7*GeV^4 - 1.046281591311227*^-8*GeV^2*mTv + 6.325610009353252*^-10*mTv^2) + 0.05750756539778606*(0.037878885480932434*GeV^4 - 0.0006168859650116862*GeV^2*mTv + 2.5135075757840673*^-6*mTv^2)))/GeV^4
67.	0.	(0.00017690960158804473*(3.812752516659895*^-6*(6.700474251909573*^-11*GeV^4 - 1.0912223188314022*^-12*GeV^2*mTv + 6.362147709713264*^-14*mTv^2) + 0.0020287842324749226*(3.6462141707957204*^-6*GeV^4 - 5.9381323363457094*^-8*GeV^2*mTv + 2.4194806346276935*^-10*mTv^2)))/GeV^4	(1.7690960158804473*^-7*(0.00003231715147864675*(6.700474251909404*^-9*GeV^4 - 1.0912223188313696*^-10*GeV^2*mTv + 6.362147709713255*^-12*mTv^2) + 0.05117448176495349*(0.0003646214259419192*GeV^4 - 5.938132480675639*^-6*GeV^2*mTv + 2.4194810264348552*^-8*mTv^2)))/GeV^4	(1.7690960158804472*^-10*(0.00003346700964313293*(6.7004742519095*^-7*GeV^4 - 1.0912223188313937*^-8*GeV^2*mTv + 6.362147709713259*^-10*mTv^2) + 0.058150692310167965*(0.03646214263696552*GeV^4 - 0.0005938132487641645*GeV^2*mTv + 2.4194810625519665*^-6*mTv^2)))/GeV^4
68.	0.	(0.00017923295241618385*(3.627780959049796*^-6*(6.974320417410535*^-11*GeV^4 - 1.135820213918576*^-12*GeV^2*mTv + 6.398526871332148*^-14*mTv^2) + 0.0019364536344201955*(3.508408186797375*^-6*GeV^4 - 5.713704990229645*^-8*GeV^2*mTv + 2.32802184747623*^-10*mTv^2)))/GeV^4	(1.7923295241618383*^-7*(0.000032256376165729856*(6.974320417410418*^-9*GeV^4 - 1.1358202139185532*^-10*GeV^2*mTv + 6.398526871332144*^-12*mTv^2) + 0.05162787759866383*(0.0003508408279042865*GeV^4 - 5.7137051404582826*^-6*GeV^2*mTv + 2.3280222427104782*^-8*mTv^2)))/GeV^4	(1.7923295241618386*^-10*(0.000033436424420737876*(6.974320417410524*^-7*GeV^4 - 1.1358202139185807*^-8*GeV^2*mTv + 6.398526871332148*^-10*mTv^2) + 0.05878765659880841*(0.035084082834950396*GeV^4 - 0.000571370514770898*GeV^2*mTv + 2.328022279045978*^-6*mTv^2)))/GeV^4
69.	(0.18150828325422472*(0. + 0``20.409825557029432*(7.245827912841939*^-13*GeV^4 - 1.180037239103097*^-14*GeV^2*mTv + 6.434758732443953*^-16*mTv^2)))/GeV^4	(0.00018150828325422472*(3.4508650116110937*^-6*(7.245827912842063*^-11*GeV^4 - 1.180037239103094*^-12*GeV^2*mTv + 6.434758732443963*^-14*mTv^2) + 0.0018476723950644899*(3.374398007402306*^-6*GeV^4 - 5.4954593956512827*^-8*GeV^2*mTv + 2.2390826615962957*^-10*mTv^2)))/GeV^4	(1.8150828325422474*^-7*(0.00003219498185953488*(7.245827912841978*^-9*GeV^4 - 1.1800372391030786*^-10*GeV^2*mTv + 6.434758732443957*^-12*mTv^2) + 0.05207358093739161*(0.0003374398103238864*GeV^4 - 5.495459551728253*^-6*GeV^2*mTv + 2.2390830602375577*^-8*mTv^2)))/GeV^4	(1.8150828325422473*^-10*(0.000033405473385316084*(7.245827912842043*^-7*GeV^4 - 1.180037239103099*^-8*GeV^2*mTv + 6.434758732443954*^-10*mTv^2) + 0.059418487221964335*(0.033743981078643695*GeV^4 - 0.0005495459559261237*GeV^2*mTv + 2.2390830967904947*^-6*mTv^2)))/GeV^4
70.	(0.18373529120605805*(0. + 0``20.409825557029396*(7.51479378890623*^-13*GeV^4 - 1.2238403425747155*^-14*GeV^2*mTv + 6.470855827265694*^-16*mTv^2)))/GeV^4	(0.00018373529120605805*(3.281719202824337*^-6*(7.514793788906283*^-11*GeV^4 - 1.2238403425747155*^-12*GeV^2*mTv + 6.470855827265707*^-14*mTv^2) + 0.0017623535262343039*(3.244112062968922*^-6*GeV^4 - 5.2832789960993875*^-8*GeV^2*mTv + 2.1526155659334224*^-10*mTv^2)))/GeV^4	(1.8373529120605807*^-7*(0.000032132976529420976*(7.514793788906082*^-9*GeV^4 - 1.2238403425746737*^-10*GeV^2*mTv + 6.4708558272656996*^-12*mTv^2) + 0.05251165300116213*(0.0003244112162362951*GeV^4 - 5.283279157969976*^-6*GeV^2*mTv + 2.152615967961309*^-8*mTv^2)))/GeV^4	(1.8373529120605804*^-10*(0.00003337415912451757*(7.514793788906288*^-7*GeV^4 - 1.22384034257473*^-8*GeV^2*mTv + 6.470855827265696*^-10*mTv^2) + 0.06004321313120923*(0.03244112167160145*GeV^4 - 0.0005283279165782566*GeV^2*mTv + 2.152616004730801*^-6*mTv^2)))/GeV^4
70.99999999999999	(0.18591371694903178*(0. + 0``20.409825557029396*(7.781044184225399*^-13*GeV^4 - 1.267201209708445*^-14*GeV^2*mTv + 6.506831869508831*^-16*mTv^2)))/GeV^4	(0.00018591371694903173*(3.1200632619658632*^-6*(7.781044184225596*^-11*GeV^4 - 1.2672012097084476*^-12*GeV^2*mTv + 6.506831869508841*^-14*mTv^2) + 0.001680407920834179*(3.1174797059118765*^-6*GeV^4 - 5.07704873670022*^-8*GeV^2*mTv + 2.0685736615928636*^-10*mTv^2)))/GeV^4	(1.8591371694903176*^-7*(0.00003207036811790781*(7.781044184225356*^-9*GeV^4 - 1.267201209708426*^-10*GeV^2*mTv + 6.506831869508837*^-12*mTv^2) + 0.05294215485537884*(0.0003117479808827451*GeV^4 - 5.0770489043059045*^-6*GeV^2*mTv + 2.068574066986875*^-8*mTv^2)))/GeV^4	(1.8591371694903177*^-10*(0.00003334248422436637*(7.7810441842255*^-7*GeV^4 - 1.2672012097084402*^-8*GeV^2*mTv + 6.506831869508834*^-10*mTv^2) + 0.060661863269923316*(0.031174798137946148*GeV^4 - 0.0005077048912395295*GeV^2*mTv + 2.068574103972104*^-6*mTv^2)))/GeV^4
72.	(0.1880433430435018*(0. + 0``20.409825557029432*(8.044432838454606*^-13*GeV^4 - 1.3100960209137956*^-14*GeV^2*mTv + 6.542701639717879*^-16*mTv^2)))/GeV^4	(0.00018804334304350177*(2.9656224557827324*^-6*(8.044432838454792*^-11*GeV^4 - 1.3100960209137819*^-12*GeV^2*mTv + 6.542701639717896*^-14*mTv^2) + 0.0016017448583006183*(2.9944312028207906*^-6*GeV^4 - 4.876655051382322*^-8*GeV^2*mTv + 1.986910656606556*^-10*mTv^2)))/GeV^4	(1.8804334304350177*^-7*(0.000032007164540035934*(8.044432838454674*^-9*GeV^4 - 1.3100960209137824*^-10*GeV^2*mTv + 6.542701639717885*^-12*mTv^2) + 0.053365147406424576*(0.00029944313092200624*GeV^4 - 4.876655224661457*^-6*GeV^2*mTv + 1.9869110653462982*^-8*mTv^2)))/GeV^4	(1.8804334304350177*^-10*(0.000033310451269108274*(8.044432838454821*^-7*GeV^4 - 1.3100960209137887*^-8*GeV^2*mTv + 6.54270163971789*^-10*mTv^2) + 0.06127446657180371*(0.029944313143553627*GeV^4 - 0.00048766552330246844*GeV^2*mTv + 1.986911102546525*^-6*mTv^2)))/GeV^4
73.	(0.1901239922917776*(0. + 0``20.409825557029432*(8.304839643717209*^-13*GeV^4 - 1.3525052157252086*^-14*GeV^2*mTv + 6.578480876376523*^-16*mTv^2)))/GeV^4	(0.00019012399229177755*(2.8181278753446977*^-6*(8.30483964371734*^-11*GeV^4 - 1.352505215725197*^-12*GeV^2*mTv + 6.578480876376532*^-14*mTv^2) + 0.0015262724643456973*(2.874897726621007*^-6*GeV^4 - 4.681985850109701*^-8*GeV^2*mTv + 1.9075808607279866*^-10*mTv^2)))/GeV^4	(1.9012399229177758*^-7*(0.00003194337368274325*(8.30483964371719*^-9*GeV^4 - 1.3525052157251828*^-10*GeV^2*mTv + 6.578480876376519*^-12*mTv^2) + 0.05378069139736466*(0.00028748978364645305*GeV^4 - 4.681986028998059*^-6*GeV^2*mTv + 1.9075812727933336*^-8*mTv^2)))/GeV^4	(1.9012399229177756*^-10*(0.00003327806284106077*(8.30483964371732*^-7*GeV^4 - 1.3525052157251932*^-8*GeV^2*mTv + 6.578480876376525*^-10*mTv^2) + 0.061881051959394216*(0.0287489784176607*GeV^4 - 0.000468198603763202*GeV^2*mTv + 1.9075813102078982*^-6*mTv^2)))/GeV^4
74.	(0.1921555261452031*(0. + 0``20.409825557029432*(8.562169233861066*^-13*GeV^4 - 1.394413263051944*^-14*GeV^2*mTv + 6.614186170722542*^-16*mTv^2)))/GeV^4	(0.00019215552614520304*(2.677316676914725*^-6*(8.562169233861091*^-11*GeV^4 - 1.3944132630519522*^-12*GeV^2*mTv + 6.61418617072255*^-14*mTv^2) + 0.0014538981279720025*(2.7588113487761234*^-6*GeV^4 - 4.492930506183079*^-8*GeV^2*mTv + 1.830539180254788*^-10*mTv^2)))/GeV^4	(1.9215552614520306*^-7*(0.00003187900340425761*(8.56216923386105*^-9*GeV^4 - 1.3944132630519148*^-10*GeV^2*mTv + 6.61418617072254*^-12*mTv^2) + 0.05418884740375104*(0.0002758811462023208*GeV^4 - 4.492930690614384*^-6*GeV^2*mTv + 1.830539595626087*^-8*mTv^2)))/GeV^4	(1.9215552614520308*^-10*(0.00003324532152046494*(8.562169233861139*^-7*GeV^4 - 1.394413263051942*^-8*GeV^2*mTv + 6.614186170722545*^-10*mTv^2) + 0.062481648342635095*(0.02758811467489018*GeV^4 - 0.00044929306995158583*GeV^2*mTv + 1.8305396332544103*^-6*mTv^2)))/GeV^4
75.	(0.1941378431581434*(0. + 0``20.409825557029432*(8.816349611033071*^-13*GeV^4 - 1.435808437505486*^-14*GeV^2*mTv + 6.649834865212646*^-16*mTv^2)))/GeV^4	(0.00019413784315814336*(2.542932280476195*^-6*(8.8163496110333*^-11*GeV^4 - 1.4358084375054878*^-12*GeV^2*mTv + 6.649834865212657*^-14*mTv^2) + 0.001384528878602844*(2.646105031532281*^-6*GeV^4 - 4.3093798436091026*^-8*GeV^2*mTv + 1.7557411128790905*^-10*mTv^2)))/GeV^4	(1.9413784315814335*^-7*(0.00003181406153350505*(8.81634961103306*^-9*GeV^4 - 1.435808437505452*^-10*GeV^2*mTv + 6.6498348652126424*^-12*mTv^2) + 0.05458967582952525*(0.0002646105148141264*GeV^4 - 4.309380033515524*^-6*GeV^2*mTv + 1.7557415315372776*^-8*mTv^2)))/GeV^4	(1.9413784315814338*^-10*(0.000033212229885339754*(8.816349611033283*^-7*GeV^4 - 1.4358084375054677*^-8*GeV^2*mTv + 6.649834865212648*^-10*mTv^2) + 0.06307628461743194*(0.026461051537693354*GeV^4 - 0.0004309380042681252*GeV^2*mTv + 1.7557415693788955*^-6*mTv^2)))/GeV^4
75.99999999999999	(0.19607087748767627*(0. + 0``20.409825557029432*(9.067330809078195*^-13*GeV^4 - 1.476682601723918*^-14*GeV^2*mTv + 6.6854449555792305*^-16*mTv^2)))/GeV^4	(0.00019607087748767626*(2.414724529357146*^-6*(9.067330809078468*^-11*GeV^4 - 1.4766826017239155*^-12*GeV^2*mTv + 6.685444955579243*^-14*mTv^2) + 0.0013180717260369318*(2.536712620203945*^-6*GeV^4 - 4.1312261245372984*^-8*GeV^2*mTv + 1.683142742565406*^-10*mTv^2)))/GeV^4	(1.960708774876763*^-7*(0.000031748555869533706*(9.067330809078265*^-9*GeV^4 - 1.476682601723885*^-10*GeV^2*mTv + 6.685444955579232*^-12*mTv^2) + 0.05498323690301963*(0.00025367127401325286*GeV^4 - 4.131226319849918*^-6*GeV^2*mTv + 1.683143164492196*^-8*mTv^2)))/GeV^4	(1.9607087748767626*^-10*(0.00003317879051133824*(9.067330809078282*^-7*GeV^4 - 1.4766826017239066*^-8*GeV^2*mTv + 6.685444955579232*^-10*mTv^2) + 0.06366498966424405*(0.025367127459208102*GeV^4 - 0.0004131226329276575*GeV^2*mTv + 1.6831432025467204*^-6*mTv^2)))/GeV^4
77.	(0.19795459743781688*(0. + 0``20.409825557029432*(9.315083593262354*^-13*GeV^4 - 1.5170309946122562*^-14*GeV^2*mTv + 6.721034996420995*^-16*mTv^2)))/GeV^4	(0.00019795459743781685*(2.2924498141981226*^-6*(9.315083593262596*^-11*GeV^4 - 1.517030994612268*^-12*GeV^2*mTv + 6.721034996421012*^-14*mTv^2) + 0.0012544339658027003*(2.4305688355013056*^-6*GeV^4 - 3.9583630367644467*^-8*GeV^2*mTv + 1.6127007344561376*^-10*mTv^2)))/GeV^4	(1.9795459743781687*^-7*(0.000031682494180952994*(9.315083593262377*^-9*GeV^4 - 1.5170309946122212*^-10*GeV^2*mTv + 6.721034996421*^-12*mTv^2) + 0.055369590673054574*(0.0002430568958706764*GeV^4 - 3.958363237413715*^-6*GeV^2*mTv + 1.61270115963413*^-8*mTv^2)))/GeV^4	(1.9795459743781683*^-10*(0.00003314500597160582*(9.315083593262553*^-7*GeV^4 - 1.5170309946122606*^-8*GeV^2*mTv + 6.721034996420997*^-10*mTv^2) + 0.06424779234669177*(0.024305689646532114*GeV^4 - 0.000395836324709795*GeV^2*mTv + 1.6127011979012903*^-6*mTv^2)))/GeV^4
78.	(0.1997890040471291*(0. + 0``20.409825557029432*(9.55959819583243*^-13*GeV^4 - 1.556852025418934*^-14*GeV^2*mTv + 6.756624010270105*^-16*mTv^2)))/GeV^4	(0.00019978900404712908*(2.175871164323125*^-6*(9.559598195832546*^-11*GeV^4 - 1.5568520254189364*^-12*GeV^2*mTv + 6.75662401027012*^-14*mTv^2) + 0.0011935234523572445*(2.3276092658988146*^-6*GeV^4 - 3.790685681306383*^-8*GeV^2*mTv + 1.544372329804433*^-10*mTv^2)))/GeV^4	(1.9978900404712908*^-7*(0.00003161588420538777*(9.559598195832395*^-9*GeV^4 - 1.5568520254188909*^-10*GeV^2*mTv + 6.756624010270114*^-12*mTv^2) + 0.05574879700513098*(0.00023276093923383482*GeV^4 - 3.7906858872225703*^-6*GeV^2*mTv + 1.5443727582172602*^-8*mTv^2)))/GeV^4	(1.9978900404712906*^-10*(0.00003311087883664072*(9.55959819583262*^-7*GeV^4 - 1.5568520254189338*^-8*GeV^2*mTv + 6.756624010270108*^-10*mTv^2) + 0.06482472151018275*(0.023276093984408833*GeV^4 - 0.0003790685897161002*GeV^2*mTv + 1.5443727966968855*^-6*mTv^2)))/GeV^4
79.	(0.20157412971860814*(0. + 0``20.409825557029432*(9.800883086920877*^-13*GeV^4 - 1.5961470735682866*^-14*GeV^2*mTv + 6.792231400078752*^-16*mTv^2)))/GeV^4	(0.00020157412971860813*(2.064758309391099*^-6*(9.80088308692088*^-11*GeV^4 - 1.5961470735682967*^-12*GeV^2*mTv + 6.792231400078765*^-14*mTv^2) + 0.0011352488424468473*(2.227770360045159*^-6*GeV^4 - 3.628090560036919*^-8*GeV^2*mTv + 1.4781153409345176*^-10*mTv^2)))/GeV^4	(2.0157412971860813*^-7*(0.00003154873364894748*(9.800883086920733*^-9*GeV^4 - 1.5961470735682616*^-10*GeV^2*mTv + 6.792231400078751*^-12*mTv^2) + 0.05612091557771639*(0.00022277704896760253*GeV^4 - 3.6280907711504357*^-6*GeV^2*mTv + 1.4781157725669399*^-8*mTv^2)))/GeV^4	(2.0157412971860812*^-10*(0.00003307641167415636*(9.800883086920917*^-7*GeV^4 - 1.5961470735683158*^-8*GeV^2*mTv + 6.792231400078751*^-10*mTv^2) + 0.06539580598055715*(0.022277704959325812*GeV^4 - 0.00036280907813397045*GeV^2*mTv + 1.4781158112589733*^-6*mTv^2)))/GeV^4
80.	(0.20331003689074095*(0. + 0``20.409825557029432*(1.003896378030932*^-12*GeV^4 - 1.634920294170446*^-14*GeV^2*mTv + 6.827876865068377*^-16*mTv^2)))/GeV^4	(0.00020331003689074095*(1.9588877140303684*^-6*(1.0038963780309468*^-10*GeV^4 - 1.6349202941704643*^-12*GeV^2*mTv + 6.827876865068406*^-14*mTv^2) + 0.0010795198108218625*(2.130989419214119*^-6*GeV^4 - 3.470475563393601*^-8*GeV^2*mTv + 1.4138881462292389*^-10*mTv^2)))/GeV^4	(2.0331003689074097*^-7*(0.000031481050185709774*(1.0038963780309276*^-8*GeV^4 - 1.634920294170406*^-10*GeV^2*mTv + 6.827876865068386*^-12*mTv^2) + 0.0564860058786232*(0.00021309895519939495*GeV^4 - 3.4704757796354432*^-6*GeV^2*mTv + 1.413888581067259*^-8*mTv^2)))/GeV^4	(2.0331003689074098*^-10*(0.00003304160704894581*(1.003896378030934*^-6*GeV^4 - 1.6349202941704716*^-8*GeV^2*mTv + 6.827876865068396*^-10*mTv^2) + 0.06596107456275116*(0.02130989558402489*GeV^4 - 0.0003470475790072241*GeV^2*mTv + 1.4138886199717446*^-6*mTv^2)))/GeV^4
80.99999999999999	(0.20499681674867973*(0. + 0``20.409825557029432*(1.0273881673567723*^-12*GeV^4 - 1.6731784291290975*^-14*GeV^2*mTv + 6.863580319885497*^-16*mTv^2)))/GeV^4	(0.00020499681674867972*(1.8580425879895838*^-6*(1.0273881673567767*^-10*GeV^4 - 1.6731784291291057*^-12*GeV^2*mTv + 6.86358031988552*^-14*mTv^2) + 0.0010262472403781715*(2.037204589796587*^-6*GeV^4 - 3.317739958150379*^-8*GeV^2*mTv + 1.3516496851448646*^-10*mTv^2)))/GeV^4	(2.049968167486797*^-7*(0.00003141284145721869*(1.0273881673567583*^-8*GeV^4 - 1.6731784291290494*^-10*GeV^2*mTv + 6.86358031988551*^-12*mTv^2) + 0.05684412720147801*(0.00020372047256835409*GeV^4 - 3.317740179452406*^-6*GeV^2*mTv + 1.3516501231758004*^-8*mTv^2)))/GeV^4	(2.049968167486797*^-10*(0.00003300646752274827*(1.0273881673567771*^-6*GeV^4 - 1.6731784291290936*^-8*GeV^2*mTv + 6.863580319885507*^-10*mTv^2) + 0.06652055603947908*(0.02037204732242056*GeV^4 - 0.0003317740190133437*GeV^2*mTv + 1.3516501622929164*^-6*mTv^2)))/GeV^4
82.	(0.20663458797448833*(0. + 0``20.409825557029432*(1.0505692922085148*^-12*GeV^4 - 1.7109306237691075*^-14*GeV^2*mTv + 6.899361817007684*^-16*mTv^2)))/GeV^4	(0.00020663458797448827*(1.762012874176218*^-6*(1.0505692922085224*^-10*GeV^4 - 1.710930623769105*^-12*GeV^2*mTv + 6.8993618170077*^-14*mTv^2) + 0.0009753433886804042*(1.9463548558333194*^-6*GeV^4 - 3.169784375256572*^-8*GeV^2*mTv + 1.2913594532529507*^-10*mTv^2)))/GeV^4	(2.066345879744883*^-7*(0.00003134411507199685*(1.0505692922085098*^-8*GeV^4 - 1.7109306237690552*^-10*GeV^2*mTv + 6.899361817007688*^-12*mTv^2) + 0.05719533864228039*(0.00019463549947863098*GeV^4 - 3.169784601551887*^-6*GeV^2*mTv + 1.2913598944655514*^-8*mTv^2)))/GeV^4	(2.0663458797448828*^-10*(0.00003297099565411744*(1.0505692922085371*^-6*GeV^4 - 1.7109306237691014*^-8*GeV^2*mTv + 6.899361817007681*^-10*mTv^2) + 0.06707427916993358*(0.01946355001492803*GeV^4 - 0.0003169784612473914*GeV^2*mTv + 1.2913599337955751*^-6*mTv^2)))/GeV^4
83.	(0.20822349553544592*(0. + 0``20.409825557029432*(1.0734467346518105*^-12*GeV^4 - 1.7481882489062794*^-14*GeV^2*mTv + 6.935241472344753*^-16*mTv^2)))/GeV^4	(0.00020822349553544585*(1.670595216798853*^-6*(1.0734467346518344*^-10*GeV^4 - 1.7481882489062813*^-12*GeV^2*mTv + 6.935241472344776*^-14*mTv^2) + 0.000926722032709526*(1.8583800315884517*^-6*GeV^4 - 3.0265107977424184*^-8*GeV^2*mTv + 1.232977497309358*^-10*mTv^2)))/GeV^4	(2.082234955354459*^-7*(0.000031274878605071705*(1.0734467346518018*^-8*GeV^4 - 1.748188248906256*^-10*GeV^2*mTv + 6.935241472344761*^-12*mTv^2) + 0.05753969909605007*(0.00018583801735673217*GeV^4 - 3.026511028965576*^-6*GeV^2*mTv + 1.2329779416938349*^-8*mTv^2)))/GeV^4	(2.082234955354459*^-10*(0.00003293519399829198*(1.0734467346518229*^-6*GeV^4 - 1.7481882489063198*^-8*GeV^2*mTv + 6.935241472344777*^-10*mTv^2) + 0.06762227268850411*(0.018583801804198524*GeV^4 - 0.000302651104012544*GeV^2*mTv + 1.232977981237168*^-6*mTv^2)))/GeV^4
84.	(0.20976370950941614*(0. + 0``20.409825557029432*(1.0960287373176545*^-12*GeV^4 - 1.7849647282814045*^-14*GeV^2*mTv + 6.97123939397968*^-16*mTv^2)))/GeV^4	(0.00020976370950941613*(1.5835929116802039*^-6*(1.0960287373176669*^-10*GeV^4 - 1.7849647282814053*^-12*GeV^2*mTv + 6.971239393979709*^-14*mTv^2) + 0.0008802985935686728*(1.773220754163682*^-6*GeV^4 - 2.8878225486905254*^-8*GeV^2*mTv + 1.1764644103501139*^-10*mTv^2)))/GeV^4	(2.0976370950941615*^-7*(0.00003120513959751549*(1.0960287373176415*^-8*GeV^4 - 1.7849647282813552*^-10*GeV^2*mTv + 6.971239393979687*^-12*mTv^2) + 0.05787726725356106*(0.00017732208991293538*GeV^4 - 2.887822784777903*^-6*GeV^2*mTv + 1.1764648578982544*^-8*mTv^2)))/GeV^4	(2.0976370950941615*^-10*(0.000032899065107067786*(1.0960287373176464*^-6*GeV^4 - 1.7849647282814105*^-8*GeV^2*mTv + 6.97123939397969*^-10*mTv^2) + 0.06816456530351304*(0.017732209061260332*GeV^4 - 0.00028878227961725433*GeV^2*mTv + 1.1764648976554099*^-6*mTv^2)))/GeV^4
84.99999999999999	(0.21125542394631408*(0. + 0``20.4098255570295*(1.1183247006877142*^-12*GeV^4 - 1.8212753712815328*^-14*GeV^2*mTv + 7.007375613994377*^-16*mTv^2)))/GeV^4	(0.00021125542394631404*(1.5008158406664207*^-6*(1.118324700687734*^-10*GeV^4 - 1.821275371281514*^-12*GeV^2*mTv + 7.007375613994408*^-14*mTv^2) + 0.0008359902427767955*(1.6908184761528383*^-6*GeV^4 - 2.753624279273461*^-8*GeV^2*mTv + 1.1217813268142901*^-10*mTv^2)))/GeV^4	(2.1125542394631407*^-7*(0.00003113490555599875*(1.1183247006876952*^-8*GeV^4 - 1.8212753712814934*^-10*GeV^2*mTv + 7.007375613994378*^-12*mTv^2) + 0.058208101598161296*(0.00016908186240674732*GeV^4 - 2.753624520163455*^-6*GeV^2*mTv + 1.1217817775194554*^-8*mTv^2)))/GeV^4	(2.1125542394631406*^-10*(0.00003286261152867228*(1.1183247006877325*^-6*GeV^4 - 1.821275371281536*^-8*GeV^2*mTv + 7.007375613994385*^-10*mTv^2) + 0.0687011856959698*(0.016908186312064918*GeV^4 - 0.0002753624531789891*GeV^2*mTv + 1.1217818174910602*^-6*mTv^2)))/GeV^4
85.99999999999999	(0.21269885576472625*(0. + 0``20.409825557029432*(1.1403450835793776*^-12*GeV^4 - 1.8571372108725754*^-14*GeV^2*mTv + 7.043670023326337*^-16*mTv^2)))/GeV^4	(0.00021269885576472624*(1.4220803919226849*^-6*(1.1403450835793823*^-10*GeV^4 - 1.8571372108725564*^-12*GeV^2*mTv + 7.043670023326361*^-14*mTv^2) + 0.0007937159916792998*(1.6111154583369369*^-6*GeV^4 - 2.6238219568570512*^-8*GeV^2*mTv + 1.0688899176935464*^-10*mTv^2)))/GeV^4	(2.1269885576472627*^-7*(0.0000310641839523571*(1.1403450835793658*^-8*GeV^4 - 1.8571372108725116*^-10*GeV^2*mTv + 7.043670023326342*^-12*mTv^2) + 0.0585322604026771*(0.00016111156091640834*GeV^4 - 2.6238222024902902*^-6*GeV^2*mTv + 1.0688903715507573*^-8*mTv^2)))/GeV^4	(2.1269885576472627*^-10*(0.000032825835807640564*(1.140345083579379*^-6*GeV^4 - 1.857137210872556*^-8*GeV^2*mTv + 7.043670023326342*^-10*mTv^2) + 0.06923216251834226*(0.016111156164436702*GeV^4 - 0.00026238222143456456*GeV^2*mTv + 1.0688904117375735*^-6*mTv^2)))/GeV^4
87.	(0.2140942436827616*(0. + 0``20.409825557029432*(1.1621013067833718*^-12*GeV^4 - 1.8925688466659764*^-14*GeV^2*mTv + 7.080142309601629*^-16*mTv^2)))/GeV^4	(0.00021409424368276156*(1.3472093677770396*^-6*(1.1621013067833713*^-10*GeV^4 - 1.8925688466659726*^-12*GeV^2*mTv + 7.080142309601654*^-14*mTv^2) + 0.0007533967654092871*(1.5340547624193712*^-6*GeV^4 - 2.4983228531690402*^-8*GeV^2*mTv + 1.0177523857085466*^-10*mTv^2)))/GeV^4	(2.1409424368276157*^-7*(0.00003099298222317119*(1.1621013067833571*^-8*GeV^4 - 1.8925688466659225*^-10*GeV^2*mTv + 7.080142309601636*^-12*mTv^2) + 0.05884980172640028*(0.00015340549161240913*GeV^4 - 2.4983231034886227*^-6*GeV^2*mTv + 1.0177528427144988*^-8*mTv^2)))/GeV^4	(2.1409424368276158*^-10*(0.000032788740484693485*(1.1621013067833858*^-6*GeV^4 - 1.892568846665986*^-8*GeV^2*mTv + 7.080142309601623*^-10*mTv^2) + 0.06975752439334583*(0.01534054923542556*GeV^4 - 0.00024983231155701566*GeV^2*mTv + 1.0177528831173955*^-6*mTv^2)))/GeV^4
88.	(0.21544184718223242*(0. + 0``20.409825557029432*(1.183605659808206*^-12*GeV^4 - 1.9275902930450167*^-14*GeV^2*mTv + 7.116811897891142*^-16*mTv^2)))/GeV^4	(0.00021544184718223238*(1.2760318816518129*^-6*(1.1836056598082468*^-10*GeV^4 - 1.9275902930450348*^-12*GeV^2*mTv + 7.116811897891167*^-14*mTv^2) + 0.0007149554627411541*(1.459580243801344*^-6*GeV^4 - 2.3770355325334047*^-8*GeV^2*mTv + 9.683314605119034*^-11*mTv^2)))/GeV^4	(2.1544184718223237*^-7*(0.00003092130776935954*(1.1836056598082128*^-8*GeV^4 - 1.9275902930449598*^-10*GeV^2*mTv + 7.116811897891152*^-12*mTv^2) + 0.05916078341215766*(0.00014595804003503316*GeV^4 - 2.3770357874850824*^-6*GeV^2*mTv + 9.683319206650159*^-9*mTv^2)))/GeV^4	(2.1544184718223238*^-10*(0.00003275132809661758*(1.1836056598082239*^-6*GeV^4 - 1.9275902930450124*^-8*GeV^2*mTv + 7.116811897891148*^-10*mTv^2) + 0.07027729991274963*(0.014595804079060807*GeV^4 - 0.00023770357997901937*GeV^2*mTv + 9.683319612849668*^-7*mTv^2)))/GeV^4
