0.	0.	0.	0.	0.
1.	2.624262703522566e-7	4.423225808793313e-7	4.585095070087383e-8	4.592993710657649e-9
2.	1.684147800028505e-8	8.565407277065801e-7	9.210003891717493e-8	9.241823120531343e-9
3.	6.255818131718685e-10	1.24188536105842e-6	1.3860437045066444e-7	1.3932463146452335e-8
4.	1.7658918145174433e-11	1.5979302170986946e-6	1.8522791698640614e-7	1.8651482100028014e-8
5.	4.1930935652724847e-13	1.9245568797517546e-6	2.3184165369161712e-7	2.338606026387113e-8
6.	8.814959367560318e-15	2.2219204253452804e-6	2.7832364445158636e-7	2.8124003422351574e-8
7.	1.6907374397353668e-16	2.4904161041712564e-6	3.2455908014930807e-7	3.2853751831316404e-8
8.	3.0178869565975522e-18	2.730647394723514e-6	3.704402749994463e-7	3.756438507743421e-8
9.	5.0464262230474235e-20	2.943395687855046e-6	4.1586662557487667e-7	4.22456232459797e-8
10.	0.	3.129591789278031e-6	4.6074453681413305e-7	4.688782478588539e-8
11.	0.	3.290289369123851e-6	5.049873189694705e-7	5.1481981432655775e-8
12.	0.	3.426640436044198e-6	5.485150591468181e-7	5.6019710523176817e-8
13.	0.	3.539872869885842e-6	5.912544707996108e-7	6.04932450114735e-8
14.	0.	3.6312700106153607e-6	6.331387242673266e-7	6.48954214709911e-8
14.999999999999998	0.	3.702152271214398e-6	6.74107261195566e-7	6.9219666346922e-8
16.	0.	3.753860718036325e-6	7.141055954367699e-7	7.345998070139641e-8
17.	0.	3.7877425429644416e-6	7.530851028083272e-7	7.76109236749326e-8
18.	0.	3.8051383370269948e-6	7.910028018769928e-7	8.166759486932901e-8
18.999999999999996	0.	3.807371064332047e-6	8.278211277444937e-7	8.562561584011841e-8
20.	0.	3.7957366277537047e-6	8.635077006281188e-7	8.948111087072652e-8
21.	0.	3.771495913242752e-6	8.980350908612971e-7	9.323068718552764e-8
22.	0.	3.735868197505308e-6	9.313805817819532e-7	9.687141474501572e-8
23.	0.	3.690025803691141e-6	9.635259318301451e-7	1.0040080575325004e-7
24.	0.	3.6350898913003774e-6	9.944571370405176e-7	1.0381679399554977e-7
24.999999999999996	0.	3.572127269433159e-6	1.024164194988836e-6	1.0711771411304286e-7
26.	0.	3.5021481264902277e-6	1.0526408711347702e-6	1.1030228091008617e-7
27.	0.	3.4261045742362637e-6	1.079884468394591e-6	1.1336956878071332e-7
28.	0.	3.3448899095480113e-6	1.1058956006770751e-6	1.1631899133109914e-7
29.	0.	3.259338503001392e-6	1.1306779710231476e-6	1.1915028126651175e-7
29.999999999999996	0.	3.1702262295484703e-6	1.1542381549041967e-6	1.2186347060332153e-7
31.	0.	3.0782713627637856e-6	1.176585389155157e-6	1.244588712593097e-7
32.	0.	2.9841358603891536e-6	1.1977313669458851e-6	1.2693705606873904e-7
32.99999999999999	0.	2.8884269750858462e-6	1.2176900391277594e-6	1.29298840262382e-7
34.	0.	2.791699130339097e-6	1.2364774222313679e-6	1.3154526344691468e-7
35.	0.	2.6944560072938437e-6	1.2541114133352874e-6	1.3367757211275064e-7
36.	0.	2.5971527938872844e-6	1.2706116119749727e-6	1.356972026944839e-7
37.	0.	2.5001985529500093e-6	1.285999149214329e-6	1.376057652035993e-7
37.99999999999999	0.	2.4039586709490805e-6	1.3002965239603872e-6	1.3940502744897631e-7
39.	0.	2.3087573537286165e-6	1.3135274465632532e-6	1.4109689985693067e-7
40.	0.	2.21488013995828e-6	1.325716689709043e-6	1.426834208990854e-7
41.	0.	2.122576407025014e-6	1.3368899465824302e-6	1.441667431332176e-7
42.	0.	2.0320618478019087e-6	1.3470736962476266e-6	1.4554911985937237e-7
42.99999999999999	0.	1.9435209001062723e-6	1.356295076171746e-6	1.4683289239094806e-7
44.	0.	1.8571091137274843e-6	1.3645817617924493e-6	1.480204779381213e-7
44.99999999999999	0.	1.7729554426757044e-6	1.3719618530122733e-6	1.4911435809888233e-7
46.	0.	1.6911644527897841e-6	1.3784637674849342e-6	1.501170679510683e-7
47.	0.	1.611818437062033e-6	1.384116140544012e-6	1.5103118573710475e-7
48.	0.	1.534979433004993e-6	1.3889477316115565e-6	1.5185932313167875e-7
49.	0.	1.4606911381185728e-6	1.3929873369132149e-6	1.5260411608125707e-7
49.99999999999999	0.	1.3889807210308614e-6	1.3962637083172119e-6	1.5326821620321118e-7
51.	0.	1.3198605272006214e-6	1.3988054781069197e-6	1.5385428273131878e-7
52.	0.	1.2533296791995467e-6	1.4006410894905607e-6	1.543649749935536e-7
53.	0.	1.1893755725546284e-6	1.4017987326467862e-6	1.5480294540734995e-7
54.	0.	1.127975268940673e-6	1.4023062861012664e-6	1.551708329769229e-7
54.99999999999999	0.	1.0690967891849157e-6	1.4021912632269674e-6	1.5547125727672705e-7
56.	0.	1.0127003090940628e-6	1.401480763659341e-6	1.5570681290474716e-7
56.99999999999999	0.	9.58739261551949e-7	1.4002014294171186e-6	1.558800643890076e-7
58.	0.	9.071613486758411e-7	1.3983794055197377e-6	1.5599354153047693e-7
59.	0.	8.579094680727742e-7	1.3960403048934895e-6	1.5604973516540443e-7
59.99999999999999	0.	8.109225574145933e-7	1.3932091773602092e-6	1.560510933300594e-7
61.	0.	7.661363616618853e-7	1.389910482504733e-6	1.5600001781084484e-7
62.	0.	7.234841273209811e-7	1.3861680662201997e-6	1.5589886106281298e-7
63.	0.	6.828972281237262e-7	1.3820051407336807e-6	1.5574992347972281e-7
64.	0.	6.443057264832734e-7	1.3774442679184091e-6	1.555554509989374e-7
65.	0.	6.076388750083026e-7	1.3725073457030605e-6	1.553176330246627e-7
65.99999999999999	0.	5.728255622581024e-7	1.3672155973929993e-6	1.5503860065326733e-7
67.	0.	5.397947067977559e-7	1.361589563723191e-6	1.5472042518470054e-7
68.	0.	5.084756034707193e-7	1.3556490974674503e-6	1.5436511690432844e-7
69.	0.	4.787982256496955e-7	1.3494133604338815e-6	1.5397462411983837e-7
70.	0.	4.506934870596592e-7	1.3429008226817098e-6	1.535508324382202e-7
70.99999999999999	0.	4.2409346659224333e-7	1.3361292638001418e-6	1.5309556426820188e-7
72.	0.	3.9893159935146146e-7	1.3291157760954644e-6	1.526105785339101e-7
73.	0.	3.75142836989124e-7	1.321876769538199e-6	1.5209757058593286e-7
74.	0.	3.526637802066406e-7	1.314427978327767e-6	1.5155817229637424e-7
75.	0.	3.314327861195167e-7	1.3067844689378102e-6	1.509939523249186e-7
75.99999999999999	0.	3.1139005300376354e-7	1.2989606495109693e-6	1.5040641654335533e-7
77.	0.	2.9247768477020224e-7	1.2909702804775508e-6	1.497970086064508e-7
78.	0.	2.7463973734483773e-7	1.2828264862781285e-6	1.491671106574949e-7
79.	0.	2.5782224897139217e-7	1.274541768075657e-6	1.485180441572965e-7
80.	0.	2.4197325629659943e-7	1.2661280173481468e-6	1.478510708258366e-7
80.99999999999999	0.	2.2704279795032754e-7	1.2575965302583441e-6	1.4716739368623722e-7
82.	0.	2.1298290719121404e-7	1.2489580227021437e-6	1.46468158201138e-7
83.	0.	1.997475950546424e-7	1.2402226459426709e-6	1.4575445349200748e-7
