10.	3.033657625618951e-34	0.000010141505788581026*(6.1771892165847465*^-15 + (0.007188438719005458*(0.000020601438616699962*GeV^4 + 8.544354374679806*^-7*GeV^2*mTv + 8.8668218340495*^-9*mTv^2))/GeV^4)	1.0141505788581027*^-8*(6.725535686598884*^-13 + (0.010582958069330203*(0.0020601438874608097*GeV^4 + 0.00008544354374679809*GeV^2*mTv + 8.866821834049499*^-7*mTv^2))/GeV^4)	1.0141505788581027*^-11*(6.731556519930903*^-11 + (0.010769783340291697*(0.20601438887055906*GeV^4 + 0.008544354374679807*GeV^2*mTv + 0.000088668218340495*mTv^2))/GeV^4)
11.	0.	0.00001206941019208681*(5.495167295161122*^-15 + (0.007543876409631261*(0.00002009489167347347*GeV^4 + 8.289050428369182*^-7*GeV^2*mTv + 8.555393067071965*^-9*mTv^2))/GeV^4)	1.206941019208681*^-8*(6.082106660442091*^-13 + (0.011578197220237646*(0.002009489190678796*GeV^4 + 0.00008289050428369183*GeV^2*mTv + 8.555393067071961*^-7*mTv^2))/GeV^4)	1.2069410192086811*^-11*(6.08867878671854*^-11 + (0.011803633713660385*(0.20094891918048768*GeV^4 + 0.00828905042836918*GeV^2*mTv + 0.00008555393067071963*mTv^2))/GeV^4)
12.	0.	0.000014127372732446096*(4.8671685842330134*^-15 + (0.007847760301358647*(0.0000195980215693995*GeV^4 + 8.039661288944139*^-7*GeV^2*mTv + 8.252560088075981*^-9*mTv^2))/GeV^4)	1.4127372732446098*^-8*(5.48289094636016*^-13 + (0.012562201334550138*(0.0019598021779806676*GeV^4 + 0.0000803966128894414*GeV^2*mTv + 8.252560088075981*^-7*mTv^2))/GeV^4)	1.4127372732446097*^-11*(5.4899245915817865*^-11 + (0.012829745885007699*(0.19598021789961875*GeV^4 + 0.008039661288944138*GeV^2*mTv + 0.00008252560088075981*mTv^2))/GeV^4)
13.	0.	0.000016307367197822528*(4.2913065314974344*^-15 + (0.008103495946271492*(0.000019110689725514812*GeV^4 + 7.796083304218927*^-7*GeV^2*mTv + 7.958141659534822*^-9*mTv^2))/GeV^4)	1.6307367197822533*^-8*(4.925889341439111*^-13 + (0.013535029034797098*(0.0019110689914623963*GeV^4 + 0.00007796083304218927*GeV^2*mTv + 7.958141659534822*^-7*mTv^2))/GeV^4)	1.630736719782253*^-11*(4.933287551432844*^-11 + (0.013848146070372646*(0.1911068992375122*GeV^4 + 0.007796083304218927*GeV^2*mTv + 0.00007958141659534825*mTv^2))/GeV^4)
14.	0.	0.000018601649266596684*(3.765455368422916*^-15 + (0.008314382382016655*(0.00001863275900754515*GeV^4 + 7.558214166044788*^-7*GeV^2*mTv + 7.671959413225759*^-9*mTv^2))/GeV^4)	1.8601649266596686*^-8*(4.409164501302384*^-13 + (0.014496739264863116*(0.0018632759176891054*GeV^4 + 0.00007558214166044792*GeV^2*mTv + 7.671959413225759*^-7*mTv^2))/GeV^4)	1.8601649266596684*^-11*(4.416826104920945*^-11 + (0.014858860601790341*(0.18632759185064454*GeV^4 + 0.007558214166044788*GeV^2*mTv + 0.00007671959413225762*mTv^2))/GeV^4)
14.999999999999998	0.	0.000021002748533526256*(3.2873048680841924*^-15 + (0.008483604611838839*(0.000018164093715425266*GeV^4 + 7.325952897841723*^-7*GeV^2*mTv + 7.393837816996937*^-9*mTv^2))/GeV^4)	2.1002748533526256*^-8*(3.9308399177334137*^-13 + (0.015447391276741902*(0.001816409386647077*GeV^4 + 0.00007325952897841725*GeV^2*mTv + 7.393837816996935*^-7*mTv^2))/GeV^4)	2.100274853352626*^-11*(3.9386621777181584*^-11 + (0.015861915924329777*(0.18164093873760906*GeV^4 + 0.007325952897841723*GeV^2*mTv + 0.00007393837816996937*mTv^2))/GeV^4)
16.	0.	0.00002350346073629204*(2.8544096299826583*^-15 + (0.008614227849138748*(0.000017704559572868265*GeV^4 + 7.099199842208528*^-7*GeV^2*mTv + 7.123604141804259*^-9*mTv^2))/GeV^4)	2.350346073629204*^-8*(3.489098886593141*^-13 + (0.016387044617508114*(0.0017704559707006678*GeV^4 + 0.00007099199842208528*GeV^2*mTv + 7.12360414180426*^-7*mTv^2))/GeV^4)	2.3503460736292043*^-11*(3.4969798575031614*^-11 + (0.016857338593164087*(0.177045597134808*GeV^4 + 0.007099199842208527*GeV^2*mTv + 0.0000712360414180426*mTv^2))/GeV^4)
17.	0.	0.000026096840177759205*(2.4642330066434573*^-15 + (0.008709193320213752*(0.00001725402371698385*GeV^4 + 6.877856648610815*^-7*GeV^2*mTv + 6.861088429016837*^-9*mTv^2))/GeV^4)	2.609684017775921*^-8*(3.082183467128188*^-13 + (0.017315759116504296*(0.0017254023835541385*GeV^4 + 0.00006877856648610817*GeV^2*mTv + 6.861088429016835*^-7*mTv^2))/GeV^4)	2.6096840177759205*^-11*(3.090024078987068*^-11 + (0.017845155270673*(0.17254023841263508*GeV^4 + 0.006877856648610815*GeV^2*mTv + 0.00006861088429016836*mTv^2))/GeV^4)
18.	0.	0.000028776192339386727*(2.114185863531573*^-15 + (0.008771315437498593*(0.000016812354687945604*GeV^4 + 6.661826261146719*^-7*GeV^2*mTv + 6.60612345798956*^-9*mTv^2))/GeV^4)	2.877619233938673*^-8*(2.7083934337387153*^-13 + (0.018233594872740334*(0.0016812354792183713*GeV^4 + 0.00006661826261146722*GeV^2*mTv + 6.606123457989557*^-7*mTv^2))/GeV^4)	2.8776192339386734*^-11*(2.7160993193132234*^-11 + (0.018825392723577198*(0.1681235479721471*GeV^4 + 0.00666182626114672*GeV^2*mTv + 0.0000660612345798956*mTv^2))/GeV^4)
18.999999999999996	0.	0.00003153506668131893*(1.8016604206266933*^-15 + (0.008803280172887507*(0.000016379422418707042*GeV^4 + 6.451012906389972*^-7*GeV^2*mTv + 6.3585447139014134*^-9*mTv^2))/GeV^4)	3.153506668131894*^-8*(2.3660852212484893*^-13 + (0.01914061224250276*(0.0016379422509824667*GeV^4 + 0.00006451012906389972*GeV^2*mTv + 6.358544713901411*^-7*mTv^2))/GeV^4)	3.1535066681318934*^-11*(2.3735683041508388*^-11 + (0.019798077820104423*(0.1637942251422241*GeV^4 + 0.0064510129063899725*GeV^2*mTv + 0.00006358544713901414*mTv^2))/GeV^4)
20.	0.	0.000034367249624792115*(1.5240594641939307*^-15 + (0.008807644476670954*(0.000015955098224766258*GeV^4 + 6.245322081310052*^-7*GeV^2*mTv + 6.118190355858071*^-9*mTv^2))/GeV^4)	3.4367249624792124*^-8*(2.0536708646927053*^-13 + (0.02003687182717142*(0.0015955098303902097*GeV^4 + 0.00006245322081310054*GeV^2*mTv + 6.11819035585807*^-7*mTv^2))/GeV^4)	3.436724962479211*^-11*(2.060850724790281*^-11 + (0.020763237527186902*(0.1595509830772155*GeV^4 + 0.0062453220813100535*GeV^2*mTv + 0.0000611819035585807*mTv^2))/GeV^4)
21.	0.	0.00003726675771258588*(1.2788212437825743*^-15 + (0.008786836602340116*(0.00001553925479397921*GeV^4 + 6.044660541269136*^-7*GeV^2*mTv + 5.884901185257397*^-9*mTv^2))/GeV^4)	3.7266757712585887*^-8*(1.7696169346124523*^-13 + (0.020922434461240737*(0.001553925486221387*GeV^4 + 0.00006044660541269137*GeV^2*mTv + 5.884901185257395*^-7*mTv^2))/GeV^4)	3.7266757712585886*^-11*(1.77642196653605*^-11 + (0.021720898907689946*(0.1553925486550718*GeV^4 + 0.006044660541269137*GeV^2*mTv + 0.000058849011852573954*mTv^2))/GeV^4)
22.	0.	0.000040227830943343856*(1.0634403847750485*^-15 + (0.008743157211077622*(0.000015131766176421317*GeV^4 + 5.848936288095498*^-7*GeV^2*mTv + 5.65852061441641*^-9*mTv^2))/GeV^4)	4.022783094334386*^-8*(1.5124434688175172*^-13 + (0.021797361200543226*(0.0015131766234779429*GeV^4 + 0.000058489362880954996*GeV^2*mTv + 5.658520614416408*^-7*mTv^2))/GeV^4)	4.022783094334387*^-11*(1.518811848681742*^-11 + (0.022671089117671475*(0.15131766237596053*GeV^4 + 0.005848936288095498*GeV^2*mTv + 0.00005658520614416409*mTv^2))/GeV^4)
23.	0.	0.000043244926275681056*(8.75485153033806*^-16 + (0.008678781142236493*(0.000014732507774297368*GeV^4 + 5.658058558233116*^-7*GeV^2*mTv + 5.438894635458341*^-9*mTv^2))/GeV^4)	4.324492627568106*^-8*(1.2807229015526015*^-13 + (0.02266171331067265*(0.001473250782374967*GeV^4 + 0.000056580585582331184*GeV^2*mTv + 5.438894635458338*^-7*mTv^2))/GeV^4)	4.324492627568106*^-11*(1.286603376339596*^-11 + (0.02361383540367213*(0.1473250782613646*GeV^4 + 0.0056580585582331165*GeV^2*mTv + 0.000054388946354583404*mTv^2))/GeV^4)
24.	0.	0.00004631271129808582*(7.126114071848237*^-16 + (0.008595759747582782*(0.000014341356331899592*GeV^4 + 5.471937810967157*^-7*GeV^2*mTv + 5.22587178945835*^-9*mTv^2))/GeV^4)	4.6312711298085826*^-8*(1.0730789909748653*^-13 + (0.02351555225560429*(0.0014341356373364913*GeV^4 + 0.00005471937810967158*GeV^2*mTv + 5.22587178945835*^-7*mTv^2))/GeV^4)	4.631271129808582*^-11*(1.0784315043859459*^-11 + (0.02454916510003577*(0.14341356375366218*GeV^4 + 0.005471937810967158*GeV^2*mTv + 0.0000522587178945835*mTv^2))/GeV^4)
24.999999999999996	0.	0.00004942605806071347*(5.725735673873345*^-16 + (0.008496023697607217*(0.000013958189925613676*GeV^4 + 5.290485716725038*^-7*GeV^2*mTv + 5.019303135846538*^-9*mTv^2))/GeV^4)	4.9426058060713476*^-8*(8.881857458239428*^-14 + (0.02435893968650992*(0.001395818995996092*GeV^4 + 0.0000529048571672504*GeV^2*mTv + 5.019303135846534*^-7*mTv^2))/GeV^4)	4.942605806071348*^-11*(8.929819137722519*^-12 + (0.02547710562626012*(0.13958189961618672*GeV^4 + 0.005290485716725038*GeV^2*mTv + 0.00005019303135846538*mTv^2))/GeV^4)
26.	0.	0.000052580037065255394*(4.532329183863025*^-16 + (0.008381386177861737*(0.000013582887953972725*GeV^4 + 5.113615145452791*^-7*GeV^2*mTv + 4.81904222206683*^-9*mTv^2))/GeV^4)	5.2580037065255385*^-8*(7.247663521388645*^-14 + (0.025191937430765088*(0.0013582887982022764*GeV^4 + 0.000051136151454527915*GeV^2*mTv + 4.819042222066827*^-7*mTv^2))/GeV^4)	5.258003706525538*^-11*(7.28989800440521*^-12 + (0.026397684484377227*(0.13582887983376585*GeV^4 + 0.005113615145452791*GeV^2*mTv + 0.0000481904222206683*mTv^2))/GeV^4)
27.	0.	0.00005576991140915228*(3.525635503326474*^-16 + (0.008253546402108992*(0.000013215331127758938*GeV^4 + 4.941240155066418*^-7*GeV^2*mTv + 4.6249450534903795*^-9*mTv^2))/GeV^4)	5.576991140915229*^-8*(5.815921008494065*^-14 + (0.026014607481146094*(0.0013215331150286487*GeV^4 + 0.00004941240155066419*GeV^2*mTv + 4.624945053490379*^-7*mTv^2))/GeV^4)	5.5769911409152274*^-11*(5.852386770705785*^-12 + (0.02731092925636363*(0.1321533115137377*GeV^4 + 0.0049412401550664176*GeV^2*mTv + 0.00004624945053490381*mTv^2))/GeV^4)
28.	0.	0.000058991131080504285*(2.686562242109716*^-16 + (0.008114093377144195*(0.000012855401460152924*GeV^4 + 4.773275979977948*^-7*GeV^2*mTv + 4.436870063582076*^-9*mTv^2))/GeV^4)	5.899113108050429*^-8*(4.5748131704312304*^-14 + (0.026827011985214505*(0.001285540147788834*GeV^4 + 0.0000477327597997795*GeV^2*mTv + 4.4368700635820744*^-7*mTv^2))/GeV^4)	5.899113108050429*^-11*(4.60559187875802*^-12 + (0.028216867601579796*(0.1285540147874433*GeV^4 + 0.004773275979977947*GeV^2*mTv + 0.00004436870063582076*mTv^2))/GeV^4)
29.	0.	0.00006223932740011093*(1.997204305017819*^-16 + (0.007964509861513739*(0.000012502982256930517*GeV^4 + 4.6096390196958944*^-7*GeV^2*mTv + 4.254678084318795*^-9*mTv^2))/GeV^4)	6.223932740011093*^-8*(3.5129829168253754*^-14 + (0.027629213234886745*(0.0012502982270561553*GeV^4 + 0.000046096390196958946*GeV^2*mTv + 4.254678084318794*^-7*mTv^2))/GeV^4)	6.223932740011094*^-11*(3.538279366532686*^-12 + (0.029115527254238775*(0.12502982271219448*GeV^4 + 0.004609639019695895*GeV^2*mTv + 0.000042546780843187956*mTv^2))/GeV^4)
29.999999999999996	0.	0.00006551030760715492*(1.4408489055490633*^-16 + (0.007806176467065*(0.000012157958106706906*GeV^4 + 4.450246827499827*^-7*GeV^2*mTv + 4.078232316858023*^-9*mTv^2))/GeV^4)	6.551030760715493*^-8*(2.6195221652109144*^-14 + (0.028421273656186265*(0.001215795811688045*GeV^4 + 0.00004450246827499829*GeV^2*mTv + 4.0782323168580205*^-7*mTv^2))/GeV^4)	6.551030760715493*^-11*(2.639663282833228*^-12 + (0.030006936020903666*(0.12157958117371472*GeV^4 + 0.004450246827499829*GeV^2*mTv + 0.00004078232316858024*mTv^2))/GeV^4)
31.	0.	0.00006880004958512079*(1.0019673057621883*^-16 + (0.00764037585836579*(0.00001182021487122807*GeV^4 + 4.295018099188763*^-7*GeV^2*mTv + 3.907398302455457*^-9*mTv^2))/GeV^4)	6.88000495851208*^-8*(1.8839612294005372*^-14 + (0.02920325579917628*(0.0011820214878551793*GeV^4 + 0.00004295018099188765*GeV^2*mTv + 3.907398302455455*^-7*mTv^2))/GeV^4)	6.88000495851208*^-11*(1.8993942386346116*^-12 + (0.030891121778013793*(0.11820214878905266*GeV^4 + 0.004295018099188764*GeV^2*mTv + 0.00003907398302455456*mTv^2))/GeV^4)
32.	0.	0.00007210469672461612*(6.661953854255008*^-17 + (0.007468297010574509*(0.000011489639675709272*GeV^4 + 4.143872661903083*^-7*GeV^2*mTv + 3.7420438936302564*^-9*mTv^2))/GeV^4)	7.210469672461612*^-8*(1.2962582540297831*^-14 + (0.029975222328070462*(0.0011489639680753257*GeV^4 + 0.00004143872661903084*GeV^2*mTv + 3.7420438936302555*^-7*mTv^2))/GeV^4)	7.210469672461613*^-11*(1.30754809650645*^-12 + (0.03176811246943916*(0.11489639680996697*GeV^4 + 0.0041438726619030825*GeV^2*mTv + 0.000037420438936302565*mTv^2))/GeV^4)
32.99999999999999	0.	0.00007542055291983819*(4.203049508654477*^-17 + (0.007291039491367491*(0.000011166120899220534*GeV^4 + 3.996731463019664*^-7*GeV^2*mTv + 3.582039225576543*^-9*mTv^2))/GeV^4)	7.54205529198382*^-8*(8.467887019857104*^-15 + (0.030737236011519554*(0.0011166120902518842*GeV^4 + 0.00003996731463019666*GeV^2*mTv + 3.582039225576539*^-7*mTv^2))/GeV^4)	7.542055291983818*^-11*(8.546147997639809*^-13 + (0.032637936104063216*(0.1116612090267803*GeV^4 + 0.003996731463019664*GeV^2*mTv + 0.00003582039225576541*mTv^2))/GeV^4)
34.	0.	0.00007874407769550098*(2.521675068756696*^-17 + (0.007109617737077239*(0.000010849548165118974*GeV^4 + 3.853516559119985*^-7*GeV^2*mTv + 3.4272566878198166*^-9*mTv^2))/GeV^4)	7.874407769550098*^-8*(5.2633490117381674*^-15 + (0.03148935971307151*(0.0010849548167171203*GeV^4 + 0.00003853516559119986*GeV^2*mTv + 3.427256687819814*^-7*mTv^2))/GeV^4)	7.874407769550099*^-11*(5.314873428850268*^-13 + (0.03350062075339342*(0.10849548167270248*GeV^4 + 0.003853516559119985*GeV^2*mTv + 0.00003427256687819817*mTv^2))/GeV^4)
35.	0.	0.00008207188146111012*(1.5071203558072403*^-17 + (0.006924965297302614*(0.000010539812331527862*GeV^4 + 3.7141511050308487*^-7*GeV^2*mTv + 3.2775708961169373*^-9*mTv^2))/GeV^4)	8.207188146111011*^-8*(3.260756568279607*^-15 + (0.032231656381802976*(0.0010539812332800607*GeV^4 + 0.000037141511050308506*GeV^2*mTv + 3.2775708961169357*^-7*mTv^2))/GeV^4)	8.207188146111011*^-11*(3.2945088463768117*^-13 + (0.03435619454919948*(0.10539812332862032*GeV^4 + 0.0037141511050308488*GeV^2*mTv + 0.00003277570896116936*mTv^2))/GeV^4)
36.	0.	0.00008540072088954256*(1.0587815567856338*^-17 + (0.00673793902595421*(0.000010236805481862251*GeV^4 + 3.578559342937482*^-7*GeV^2*mTv + 3.1328586645982843*^-9*mTv^2))/GeV^4)	8.540072088954257*^-8*(2.37575935318342*^-15 + (0.03296418904311993*(0.0010236805482790568*GeV^4 + 0.00003578559342937485*GeV^2*mTv + 3.1328586645982815*^-7*mTv^2))/GeV^4)	8.540072088954257*^-11*(2.401720052601017*^-13 + (0.03520468568117918*(0.1023680548283537*GeV^4 + 0.0035785593429374834*GeV^2*mTv + 0.000031328586645982845*mTv^2))/GeV^4)
37.	0.	0.00008872749441695647*(1.0856587497639165*^-17 + (0.006549323200028877*(9.94042091540109*^-6*GeV^4 + 3.4466665915687016*^-7*GeV^2*mTv + 2.9929989781508166*^-9*mTv^2))/GeV^4)	8.872749441695647*^-8*(2.5277662516704007*^-15 + (0.03368702078972527*(0.0009940420916389895*GeV^4 + 0.000034466665915687025*GeV^2*mTv + 2.992998978150815*^-7*mTv^2))/GeV^4)	8.872749441695647*^-11*(2.5568810894331064*^-13 + (0.03604612239465123*(0.09940420916437617*GeV^4 + 0.0034466665915687004*GeV^2*mTv + 0.00002992998978150816*mTv^2))/GeV^4)
37.99999999999999	0.	0.00009204923786112412*(1.505829992027152*^-17 + (0.006359833550396022*(9.650553137905653*^-6*GeV^4 + 3.3183992354538453*^-7*GeV^2*mTv + 2.857872965040619*^-9*mTv^2))/GeV^4)	9.204923786112413*^-8*(3.639843807382896*^-15 + (0.03440021477275121*(0.0009650553139331094*GeV^4 + 0.000033183992354538445*GeV^2*mTv + 2.857872965040614*^-7*mTv^2))/GeV^4)	9.204923786112412*^-11*(3.683969727691965*^-13 + (0.036880532988275205*(0.0965055313939989*GeV^4 + 0.003318399235453846*GeV^2*mTv + 0.000028578729650406186*mTv^2))/GeV^4)
39.	0.	0.00009536312015534562*(2.2459112104150515*^-17 + (0.006170121191554525*(9.367097852284198*^-6*GeV^4 + 3.193684714251221*^-7*GeV^2*mTv + 2.7273638697736483*^-9*mTv^2))/GeV^4)	9.536312015534565*^-8*(5.6386155383362254*^-15 + (0.035103834193054365*(0.0009367097854494967*GeV^4 + 0.00003193684714251222*GeV^2*mTv + 2.7273638697736454*^-7*mTv^2))/GeV^4)	9.536312015534564*^-11*(5.710464431674523*^-13 + (0.03770794581179828*(0.09367097854601666*GeV^4 + 0.0031936847142512233*GeV^2*mTv + 0.000027273638697736475*mTv^2))/GeV^4)
40.	0.	0.00009866643919516555*(3.24050985280002*^-17 + (0.005980776439709129*(9.089951949302694*^-6*GeV^4 + 3.0724515121477345*^-7*GeV^2*mTv + 2.6013570261933367*^-9*mTv^2))/GeV^4)	9.866643919516556*^-8*(8.454162181808978*^-15 + (0.03579794229267128*(0.0009089951952621318*GeV^4 + 0.000030724515121477374*GeV^2*mTv + 2.601357026193334*^-7*mTv^2))/GeV^4)	9.866643919516556*^-11*(8.56724280857726*^-13 + (0.038528389263828296*(0.09089951952781485*GeV^4 + 0.0030724515121477365*GeV^2*mTv + 0.000026013570261933334*mTv^2))/GeV^4)
41.	0.	0.00010195661779517824*(4.431679087779563*^-17 + (0.005792332510643097*(8.8190134983415*^-6*GeV^4 + 2.9546291473294397*^-7*GeV^2*mTv + 2.4797398308136986*^-9*mTv^2))/GeV^4)	1.0195661779517824*^-7*(1.201992291579299*^-14 + (0.036482602346432594*(0.0008819013503065571*GeV^4 + 0.000029546291473294425*GeV^2*mTv + 2.479739830813696*^-7*mTv^2))/GeV^4)	1.0195661779517823*^-10*(1.2188481551634738*^-12 + (0.039341891789633356*(0.08819013503293575*GeV^4 + 0.0029546291473294415*GeV^2*mTv + 0.000024797398308136978*mTv^2))/GeV^4)
