0.	0.	0.	0.	0.
1.	0.00011773845539128264*(2.803706180240645*^-17 + (0.0000635724123675638*(8.641407427453811*^-8*GeV^4 + 3.789777121992586*^-9*GeV^2*mTv + 4.16665950971672*^-11*mTv^2))/GeV^4)	1.1773845539128264*^-7*(1.4114372546412938*^-14 + (0.0010715205254946817*(8.641440819583496*^-6*GeV^4 + 3.789777121992586*^-7*GeV^2*mTv + 4.166659509716721*^-9*mTv^2))/GeV^4)	1.1773845539128263*^-10*(1.4128102974663533*^-12 + (0.001110733137154355*(0.0008641441360473684*GeV^4 + 0.000037897771219925866*GeV^2*mTv + 4.166659509716721*^-7*mTv^2))/GeV^4)	1.1773845539128263*^-13*(1.4128232338554762*^-10 + (0.0011126465722491041*(0.08641441386579475*GeV^4 + 0.003789777121992586*GeV^2*mTv + 0.00004166659509716721*mTv^2))/GeV^4)
2.	0.0004632085420720771*(1.4417146178159745*^-18 + (4.040610379919409*^-6*(8.416411499000688*^-8*GeV^4 + 3.6739163531569035*^-9*GeV^2*mTv + 4.0204985507496763*^-11*mTv^2))/GeV^4)	4.6320854207207703*^-7*(1.2989153031500882*^-14 + (0.002055014028540935*(8.416442318531969*^-6*GeV^4 + 3.6739163531569025*^-7*GeV^2*mTv + 4.020498550749676*^-9*mTv^2))/GeV^4)	4.6320854207207705*^-10*(1.3038986052812353*^-12 + (0.002209665762312666*(0.0008416442817750865*GeV^4 + 0.00003673916353156903*GeV^2*mTv + 4.020498550749677*^-7*mTv^2))/GeV^4)	4.63208542072077*^-13*(1.3039462400014407*^-10 + (0.002217299837316303*(0.08416442841845415*GeV^4 + 0.0036739163531569028*GeV^2*mTv + 0.000040204985507496766*mTv^2))/GeV^4)
3.	0.0010250789422513462*(4.678521529466271*^-20 + (1.4880129405578812*^-7*(8.195989345109929*^-8*GeV^4 + 3.5608441985725782*^-9*GeV^2*mTv + 3.8784315345886966*^-11*mTv^2))/GeV^4)	1.0250789422513462*^-6*(1.1911316029309746*^-14 + (0.0029539565393929272*(8.196017741484291*^-6*GeV^4 + 3.560844198572578*^-7*GeV^2*mTv + 3.878431534588696*^-9*mTv^2))/GeV^4)	1.0250789422513463*^-9*(1.2012799330338175*^-12 + (0.003296852506033525*(0.0008196018201452564*GeV^4 + 0.00003560844198572579*GeV^2*mTv + 3.878431534588697*^-7*mTv^2))/GeV^4)	1.0250789422513463*^-12*(1.2013784253356145*^-10 + (0.003313984681020635*(0.081960182236527*GeV^4 + 0.0035608441985725786*GeV^2*mTv + 0.00003878431534588696*mTv^2))/GeV^4)
4.	0.0017923920939699634*(1.1791418811837504*^-21 + (4.1684290849207795*^-9*(7.980070746731965*^-8*GeV^4 + 3.4505091527769124*^-9*GeV^2*mTv + 3.740369153416899*^-11*mTv^2))/GeV^4)	1.792392093969963*^-6*(1.0884083524958346*^-14 + (0.003771951791083055*(7.980096863083231*^-6*GeV^4 + 3.450509152776912*^-7*GeV^2*mTv + 3.7403691534169*^-9*mTv^2))/GeV^4)	1.792392093969963*^-9*(1.1046963939265745*^-12 + (0.004372348465279102*(0.0007980097286119386*GeV^4 + 0.000034505091527769124*GeV^2*mTv + 3.7403691534169*^-7*mTv^2))/GeV^4)	1.7923920939699632*^-12*(1.1048570064398761*^-10 + (0.004402726136645111*(0.07980097306537011*GeV^4 + 0.003450509152776912*GeV^2*mTv + 0.000037403691534169*mTv^2))/GeV^4)
5.	0.002754553932134181*(2.520006986327977*^-23 + (9.831940637948416*^-11*(7.768586278100178*^-8*GeV^4 + 3.342860424020731*^-9*GeV^2*mTv + 3.606223587593872*^-11*mTv^2))/GeV^4)	2.7545539321341815*^-6*(9.909800834046315*^-15 + (0.004512689426438982*(7.768610251453222*^-6*GeV^4 + 3.342860424020731*^-7*GeV^2*mTv + 3.606223587593873*^-9*mTv^2))/GeV^4)	2.754553932134181*^-9*(1.0138973240007824*^-12 + (0.005436209187837776*(0.0007768610639776808*GeV^4 + 0.000033428604240207314*GeV^2*mTv + 3.606223587593873*^-7*mTv^2))/GeV^4)	2.754553932134181*^-12*(1.0141270745173498*^-10 + (0.005483549381634735*(0.0776861065851905*GeV^4 + 0.003342860424020731*GeV^2*mTv + 0.00003606223587593873*mTv^2))/GeV^4)
6.	0.0039013238828391377*(4.784058859205766*^-25 + (2.05500979303739*^-12*(7.561467300386509*^-8*GeV^4 + 3.2378479270855056*^-9*GeV^2*mTv + 3.4759084872271183*^-11*mTv^2))/GeV^4)	3.901323882839138*^-6*(8.990015437407604*^-15 + (0.0051799084295700935*(7.561489261851539*^-6*GeV^4 + 3.237847927085505*^-7*GeV^2*mTv + 3.4759084872271185*^-9*mTv^2))/GeV^4)	3.901323882839138*^-9*(9.28639185990893*^-13 + (0.006488490656992842*(0.0007561489617586291*GeV^4 + 0.00003237847927085506*GeV^2*mTv + 3.4759084872271187*^-7*mTv^2))/GeV^4)	3.901323882839138*^-12*(9.289414477533861*^-11 + (0.006556479734329768*(0.0756148963475565*GeV^4 + 0.003237847927085506*GeV^2*mTv + 0.00003475908487227119*mTv^2))/GeV^4)
7.	0.005222805105147295*(8.296400977430237*^-27 + (3.9222392542250693*^-14*(7.358645955390862*^-8*GeV^4 + 3.1354222761503065*^-9*GeV^2*mTv + 3.3493389539059657*^-11*mTv^2))/GeV^4)	5.2228051051472935*^-6*(8.125558053968795*^-15 + (0.005777365292545751*(7.358666030353272*^-6*GeV^4 + 3.1354222761503064*^-7*GeV^2*mTv + 3.3493389539059663*^-9*mTv^2))/GeV^4)	5.222805105147294*^-9*(8.486854711876789*^-13 + (0.007529249276434341*(0.0007358666355530203*GeV^4 + 0.000031354222761503076*GeV^2*mTv + 3.3493389539059653*^-7*mTv^2))/GeV^4)	5.222805105147293*^-12*(8.490605243895769*^-11 + (0.007621542650733935*(0.07358666371224702*GeV^4 + 0.0031354222761503063*GeV^2*mTv + 0.00003349338953905966*mTv^2))/GeV^4)
8.	0.006709434974614741*(1.3385337227842566*^-28 + (6.972436199864603*^-16*(7.160055159264138*^-8*GeV^4 + 3.035534777708387*^-9*GeV^2*mTv + 3.2264315225970075*^-11*mTv^2))/GeV^4)	6.70943497461474*^-6*(7.316623732913613*^-15 + (0.006308806465534939*(7.160073467570061*^-6*GeV^4 + 3.0355347777083863*^-7*GeV^2*mTv + 3.226431522597008*^-9*mTv^2))/GeV^4)	6.70943497461474*^-9*(7.738065994466821*^-13 + (0.008558541855411102*(0.0007160073764130452*GeV^4 + 0.000030355347777083864*GeV^2*mTv + 3.226431522597008*^-7*mTv^2))/GeV^4)	6.70943497461474*^-12*(7.742521365576482*^-11 + (0.00867876372131733*(0.0716007377844379*GeV^4 + 0.0030355347777083867*GeV^2*mTv + 0.000032264315225970084*mTv^2))/GeV^4)
9.	0.008351975802983549*(2.0343236627814744*^-30 + (1.1620726999774339*^-17*(6.965628596264772*^-8*GeV^4 + 2.9381374235331643*^-9*GeV^2*mTv + 3.107104143700113*^-11*mTv^2))/GeV^4)	8.351975802983547*^-6*(6.562851244695737*^-15 + (0.006777944673928321*(6.9656452524023806*^-6*GeV^4 + 2.938137423533164*^-7*GeV^2*mTv + 3.107104143700113*^-9*mTv^2))/GeV^4)	8.351975802983546*^-9*(7.037798174759754*^-13 + (0.009576425594120096*(0.0006965645522200729*GeV^4 + 0.00002938137423533165*GeV^2*mTv + 3.107104143700113*^-7*mTv^2))/GeV^4)	8.351975802983547*^-12*(7.042914049187011*^-11 + (0.00972816866785367*(0.06965645535222409*GeV^4 + 0.002938137423533164*GeV^2*mTv + 0.00003107104143700113*mTv^2))/GeV^4)
10.	2.8878091231519806e-34	0.000010141505788581026*(5.863399468356971*^-15 + (0.007188438719005458*(6.77531582582536*^-6*GeV^4 + 2.843182883693404*^-7*GeV^2*mTv + 2.991276165264067*^-9*mTv^2))/GeV^4)	1.0141505788581027*^-8*(6.383890955346579*^-13 + (0.010582958069330203*(0.000677531607063224*GeV^4 + 0.000028431828836934042*GeV^2*mTv + 2.991276165264067*^-7*mTv^2))/GeV^4)	1.0141505788581027*^-11*(6.389605941519129*^-11 + (0.010769783340291697*(0.0677531608244772*GeV^4 + 0.002843182883693404*GeV^2*mTv + 0.00002991276165264067*mTv^2))/GeV^4)
11.	4.7706655477528405e-36	0.00001206941019208681*(5.2170198208233804*^-15 + (0.007543876409631261*(6.5890203847079715*^-6*GeV^4 + 2.7506244996173616*^-7*GeV^2*mTv + 2.8788683153609167*^-9*mTv^2))/GeV^4)	1.206941019208681*^-8*(5.774250226709055*^-13 + (0.011578197220237646*(0.0006589020606212837*GeV^4 + 0.000027506244996173624*GeV^2*mTv + 2.878868315360917*^-7*mTv^2))/GeV^4)	1.2069410192086811*^-11*(5.780489693354479*^-11 + (0.011803633713660385*(0.06589020616903657*GeV^4 + 0.002750624499617362*GeV^2*mTv + 0.000028788683153609172*mTv^2))/GeV^4)
12.	7.45755159505658e-38	0.000014127372732446096*(4.622124061866777*^-15 + (0.007847760301358647*(6.406694875665495*^-6*GeV^4 + 2.660416277205695*^-7*GeV^2*mTv + 2.7698026846180725*^-9*mTv^2))/GeV^4)	1.4127372732446098*^-8*(5.206847006257208*^-13 + (0.012562201334550138*(0.000640669507547942*GeV^4 + 0.000026604162772056946*GeV^2*mTv + 2.7698026846180724*^-7*mTv^2))/GeV^4)	1.4127372732446097*^-11*(5.213526532609928*^-11 + (0.012829745885007699*(0.0640669508512334*GeV^4 + 0.0026604162772056947*GeV^2*mTv + 0.00002769802684618073*mTv^2))/GeV^4)
13.	1.1107490227711681e-39	0.000016307367197822528*(4.076847044623411*^-15 + (0.008103495946271492*(6.2282759889451955*^-6*GeV^4 + 2.5725128799929084*^-7*GeV^2*mTv + 2.6640027089072346*^-9*mTv^2))/GeV^4)	1.6307367197822533*^-8*(4.679716365258214*^-13 + (0.013535029034797098*(0.0006228276168603543*GeV^4 + 0.00002572512879992909*GeV^2*mTv + 2.6640027089072357*^-7*mTv^2))/GeV^4)	1.630736719782253*^-11*(4.686744847219845*^-11 + (0.013848146070372646*(0.062282761772746636*GeV^4 + 0.0025725128799929087*GeV^2*mTv + 0.00002664002708907235*mTv^2))/GeV^4)
14.	1.58485484154682e-41	0.000018601649266596684*(3.579104173348921*^-15 + (0.008314382382016655*(6.053701152345026*^-6*GeV^4 + 2.486869622357134*^-7*GeV^2*mTv + 2.561393152189229*^-9*mTv^2))/GeV^4)	1.8601649266596686*^-8*(4.190956344863747*^-13 + (0.014496739264863116*(0.0006053701313310055*GeV^4 + 0.000024868696223571348*GeV^2*mTv + 2.5613931521892294*^-7*mTv^2))/GeV^4)	1.8601649266596684*^-11*(4.1982387781427865*^-11 + (0.014858860601790341*(0.060537013210789505*GeV^4 + 0.002486869622357134*GeV^2*mTv + 0.00002561393152189229*mTv^2))/GeV^4)
14.999999999999998	2.1756370364598787e-43	0.000021002748533526256*(3.1266434839558314*^-15 + (0.008483604611838839*(5.882908525165334*^-6*GeV^4 + 2.403442462778019*^-7*GeV^2*mTv + 2.461900089513808*^-9*mTv^2))/GeV^4)	2.1002748533526256*^-8*(3.7387268624152077*^-13 + (0.015447391276741902*(0.000588290866882874*GeV^4 + 0.000024034424627780197*GeV^2*mTv + 2.461900089513809*^-7*mTv^2))/GeV^4)	2.100274853352626*^-11*(3.746166822866874*^-11 + (0.015861915924329777*(0.05882908675762581*GeV^4 + 0.0024034424627780195*GeV^2*mTv + 0.00002461900089513809*mTv^2))/GeV^4)
