1.	0.	6.429106603137225e-8	4.2658098973344216e-7	9.61517859792935e-7	1.444423058651885e-6	1.7911518852274247e-6	2.0073678538436107e-6	2.1242204748933282e-6	2.1723418745330455e-6	2.1752301268030992e-6	2.1057620557264806e-6	1.9923277638010513e-6	1.8680493369167384e-6	1.746701331059813e-6	1.6335825917445032e-6	1.5302798433996206e-6	1.436778211115484e-6	1.3524116421748624e-6	1.2762940616654142e-6	1.1162428521977443e-6	9.899096464363978e-7	8.882722915834867e-7	8.050128308151094e-7	6.771735583976814e-7	5.839071586886699e-7	5.130027708436764e-7	4.125096314637278e-7	2.0796116850125233e-7	1.3894002402713817e-7	8.349027131506863e-8	5.967117183156081e-8	5.2221552725039105e-8	4.178739906423879e-8	2.0903447102950018e-8
2.	0.	0.	7.571772507783806e-9	1.346698657628447e-7	4.586306433758392e-7	9.036178217701532e-7	1.3607250639061246e-6	1.7613305489406276e-6	2.079990750873213e-6	2.316736070612457e-6	2.590454896337333e-6	2.683325864772613e-6	2.6735303267438648e-6	2.609212565496815e-6	2.5180288750897077e-6	2.4154710970687487e-6	2.3100878536554917e-6	2.2064986748679716e-6	2.107097508247708e-6	1.8826650717932491e-6	1.6932690969069811e-6	1.5344402735952155e-6	1.4006466296298815e-6	1.1896676325110426e-6	1.0321010451137929e-6	9.105452940557206e-7	7.359986456300055e-7	3.74147634388613e-7	2.5051334547740936e-7	1.5076484123224213e-7	1.0781684506071532e-7	9.437333574954441e-8	7.55354544029731e-8	3.78030378261287e-8
3.	0.	0.	0.	3.498731006278465e-9	7.544280208663385e-8	2.8501935224248136e-7	6.172184110547743e-7	1.0110683764562191e-6	1.4070680850693726e-6	1.7666943542063578e-6	2.3187481299817124e-6	2.6539115175925756e-6	2.825865559417247e-6	2.889152838319798e-6	2.8842221631158393e-6	2.8381241263551334e-6	2.7682321887734884e-6	2.6855120239866045e-6	2.596819425031009e-6	2.372916643730872e-6	2.165780622725331e-6	1.9827600677496106e-6	1.8233573198043127e-6	1.564169957623851e-6	1.3655036817263579e-6	1.209789950909851e-6	9.830648116359626e-7	5.039702183060283e-7	3.3817520847831597e-7	2.0383328374479045e-7	1.4585476031546898e-7	1.276912318386315e-7	1.0222779697560266e-7	5.118572489823127e-8
4.	0.	0.	0.	0.	3.968724779048486e-9	6.079271739977389e-8	2.1890404850953916e-7	4.77172421043404e-7	8.013026968196001e-7	1.1496415115727055e-6	1.7976257641472796e-6	2.2908785704859482e-6	2.6189323075621847e-6	2.8136039331933368e-6	2.9116412032526075e-6	2.943375581536915e-6	2.931085415809119e-6	2.8903421278781205e-6	2.8317838201366483e-6	2.648986828880783e-6	2.454894767622727e-6	2.271264800026134e-6	2.1046873284647485e-6	1.8239978802146495e-6	1.6025176732622073e-6	1.4259058745903126e-6	1.1649154225849913e-6	6.02298797410104e-7	4.0504580103196046e-7	2.445147070168041e-7	1.750695272074434e-7	1.5329539784747804e-7	1.2275631108991414e-7	6.14933848561116e-8
5.	0.	0.	0.	0.	0.	6.281553378057335e-9	5.966621457597898e-8	1.9199521960085576e-7	4.038252982436229e-7	6.73709702847679e-7	1.275370589434917e-6	1.823358106343923e-6	2.247378773867409e-6	2.5437238292955847e-6	2.7336749159735207e-6	2.842642832025747e-6	2.892873677785634e-6	2.901721853053579e-6	2.8820335377678596e-6	2.762398651565325e-6	2.6006644845393006e-6	2.432407535431494e-6	2.271768777885116e-6	1.9894347340852606e-6	1.7592708843581582e-6	1.5722577747896627e-6	1.291493828007146e-6	6.735071796117347e-7	4.5393717983862655e-7	2.7445268517050633e-7	1.9662295476466796e-7	1.7219921631822658e-7	1.3792820023397011e-7	6.912625998815239e-8
6.	0.	0.	0.	0.	0.	1.0116481848488463e-11	1.0365776729757713e-8	6.434466656851064e-8	1.819217659622186e-7	3.626315449452811e-7	8.482641871973339e-7	1.371288410690684e-6	1.829887632981571e-6	2.187558458026753e-6	2.4453211364885078e-6	2.618651713050448e-6	2.725703175345035e-6	2.7828468251997255e-6	2.803363483038025e-6	2.7554387369585383e-6	2.636583225603489e-6	2.4936759812415865e-6	2.3477976715692658e-6	2.078042665506723e-6	1.8498429437223157e-6	1.6605804836988889e-6	1.371596409985404e-6	7.215147845481664e-7	4.873783339063169e-7	2.9512918271704883e-7	2.115636922026876e-7	1.8531765141432574e-7	1.4847258486525213e-7	7.444617433059211e-8
7.	0.	0.	0.	0.	0.	0.	4.8385205024412e-10	1.624082488421781e-8	7.200287352379102e-8	1.7977587824367956e-7	5.350748069266587e-7	9.871123296406595e-7	1.4322338043875072e-6	1.8128773597743247e-6	2.1112056850271347e-6	2.3307334650288653e-6	2.4832517962790716e-6	2.5820799176968173e-6	2.639385906598818e-6	2.662362172913866e-6	2.5903860806307496e-6	2.4781713204272794e-6	2.3524764293228516e-6	2.1049521354578944e-6	1.886474288897216e-6	1.701139954234912e-6	1.4129805718503224e-6	7.498253287355227e-7	5.076384998010964e-7	3.0787753146390413e-7	2.208362206031572e-7	1.9347504412401256e-7	1.550466594852457e-7	7.777953679358743e-8
8.	0.	0.	0.	0.	0.	0.	0.	2.2448887663681086e-9	2.3711194826823018e-8	8.115651418638735e-8	3.216443531131103e-7	6.850538179499229e-7	1.0858585768283884e-6	1.4589430083809603e-6	1.7728269635284417e-6	2.0197743940770794e-6	2.204280792244303e-6	2.3355356328153992e-6	2.4235032304284926e-6	2.5105327724165537e-6	2.4848002217167993e-6	2.4051463911855696e-6	2.302423383834468e-6	2.083128618345686e-6	1.8797585331562405e-6	1.7028814457758228e-6	1.4224642880606992e-6	7.615627017948081e-7	5.167488353418568e-7	3.1389451656027406e-7	2.252892339341173e-7	1.9741237983089275e-7	1.5824143489823977e-7	7.942014381502263e-8
9.	0.	0.	0.	0.	0.	0.	0.	2.5261462922842037e-11	5.666586724382877e-9	3.2373790884932446e-8	1.8425326130167382e-7	4.6016895097294977e-7	8.012349600270247e-7	1.1457645103080023e-6	1.4550253569751815e-6	1.7125028250896975e-6	1.9157690977498575e-6	2.0694296286377357e-6	2.1807157373680773e-6	2.321474559603441e-6	2.3382364016538613e-6	2.2905006492838175e-6	2.211548835827517e-6	2.0236172404466e-6	1.8388189824573456e-6	1.6735656296110035e-6	1.406017742803153e-6	7.595042105586716e-7	5.165225527777323e-7	3.1425162532125606e-7	2.256834458125931e-7	1.977940596028382e-7	1.5858709019137857e-7	7.96317932932902e-8
10.	0.	0.	0.	0.	0.	0.	0.	0.	6.404281078852312e-10	1.0695650029556005e-8	1.0013162757877094e-7	2.996998215597934e-7	5.77094842373289e-7	8.809260575312885e-7	1.1710320989022562e-6	1.425282786504022e-6	1.6355734571271774e-6	1.8021309074348606e-6	1.929227580488399e-6	2.1118216293969474e-6	2.16541739759172e-6	2.147231051408666e-6	2.0913980222731167e-6	1.9357662684713906e-6	1.7714701590090704e-6	1.6198933370390514e-6	1.3688475632156184e-6	7.461113582363302e-7	5.085736069952533e-7	3.099055095954111e-7	2.226988564736663e-7	1.9521420488694177e-7	1.5655795767604192e-7	7.865072093407273e-8
11.	0.	0.	0.	0.	0.	0.	0.	0.	5.645898545971343e-13	2.514269882498161e-9	5.11114669435171e-8	1.8923054403163715e-7	4.064161365837552e-7	6.645054641528527e-7	9.262741385020805e-7	1.1670782050043203e-6	1.3747767588034115e-6	1.5458846230818843e-6	1.681834996885366e-6	1.8941616561734046e-6	1.9779423583662154e-6	1.9858392760545886e-6	1.9514619221964875e-6	1.8274304784631727e-6	1.684365201821749e-6	1.547619658680654e-6	1.315474131191908e-6	7.23558316624803e-7	4.943340290741976e-7	3.017077097026326e-7	2.169415125665508e-7	1.9020252371445804e-7	1.5257716279562835e-7	7.668786955924237e-8
12.	0.	0.	0.	0.	0.	0.	0.	0.	0.	2.593030497463729e-10	2.4068643523285957e-8	1.15622954038225e-7	2.800638256276715e-7	4.92458235342373e-7	7.212017539037277e-7	9.417230740857212e-7	1.1395349335703046e-6	1.3083318580397284e-6	1.4470849549055372e-6	1.677773988180467e-6	1.7847882266873398e-6	1.8146966344103352e-6	1.7994572410381892e-6	1.70515551575873e-6	1.5831300161828856e-6	1.4616580850941467e-6	1.2498024356496433e-6	6.937582405907828e-7	4.7506999053510697e-7	2.9041368536388926e-7	2.0894979064341664e-7	1.8322976501204224e-7	1.4702093982909006e-7	7.393100136708181e-8
