5.000000000000000971e-02 1.237166914484666569e-21 1.075370921680796976e-21 9.198726887302229333e-22 7.947635036590040641e-22 6.962193248543759236e-22 6.178820403806630848e-22 5.546104451906091801e-22 5.026615231114739965e-22 4.593558328160311697e-22 4.227613175192816951e-22 3.644120515632806349e-22 3.200436582000958027e-22 2.852167580239469391e-22 2.571750651725426602e-22 2.341234782758581726e-22 2.148453581435996657e-22 1.984880723006456223e-22 1.844369018908577677e-22 1.722377612098799996e-22 1.477843992108770940e-22 1.294006478432899523e-22 1.150790109090243498e-22 1.036084475607991262e-22 8.638268644354604457e-23 7.406546193559276971e-23 6.482116214577066428e-23 5.187096258042661377e-23 2.594685939615203033e-23 1.729991005399895573e-23 1.038079447647281724e-23 7.415090886013341323e-24 6.488267145153075534e-24 5.190682331583137309e-24 2.595407123235280290e-24
7.500000000000001110e-02 3.417797887656958495e-21 3.230070263818380969e-21 2.867020331159831790e-21 2.526139304692488938e-21 2.238935041350204445e-21 2.002069016519550696e-21 1.806368489809182585e-21 1.643242577068332486e-21 1.505803056431107050e-21 1.388752994022908185e-21 1.200611650403412816e-21 1.056474467006683208e-21 9.427740063305853093e-22 8.509097464884904366e-22 7.752037971083544136e-22 7.117714499412691357e-22 6.578715197297488094e-22 6.115174720332876224e-22 5.712360006078754352e-22 4.903958797008158221e-22 4.295456900021547054e-22 3.821011674492661367e-22 3.440788358020672445e-22 2.869451010446824610e-22 2.460693250592250492e-22 2.153803927064431663e-22 1.723747577736566209e-22 8.624440862229805597e-23 5.750629387302605649e-23 3.450801348960788371e-23 2.464976673424884644e-23 2.156885810144290863e-23 1.725542847623965684e-23 8.628042794358732730e-24
1.000000000000000194e-01 6.634348223695592397e-21 6.844628458523183962e-21 6.312356303946936012e-21 5.674987506877554311e-21 5.090168441890250735e-21 4.586728319100862857e-21 4.160122628383521757e-21 3.798636459699051815e-21 3.490589869881770437e-21 3.226072997178151591e-21 2.797311125034252755e-21 2.466277076411446989e-21 2.203818950396997187e-21 1.991019542719898220e-21 1.815203224427388528e-21 1.667609284256034273e-21 1.542010773015717306e-21 1.433870512039805688e-21 1.339809485202637880e-21 1.150815606332963642e-21 1.008377690363522508e-21 8.972256955731289424e-22 8.080941134062754250e-22 6.740812137394620407e-22 5.781500681159258797e-22 5.061006703976568749e-22 4.051020730124560123e-22 2.027302602903868183e-22 1.351849671006345951e-22 8.112427240003818836e-23 5.794962621402786495e-23 5.070690153353373596e-23 4.056659301702853494e-23 2.028432588014135617e-23
1.250000000000000000e-01 1.057890319816904320e-20 1.195738124804234480e-20 1.147165377053656387e-20 1.052838070405386163e-20 9.559009241122210880e-21 8.680995423588866633e-21 7.915492690828104433e-21 7.255101320188971655e-21 6.685444690792474127e-21 6.192008130662238673e-21 5.385123068566134455e-21 4.757138164090811032e-21 4.256648112005779213e-21 3.849395855363823489e-21 3.512049316004759398e-21 3.228305869367435705e-21 2.986488226211902787e-21 2.778039348119809063e-21 2.596558770515223241e-21 2.231478320403968957e-21 1.955983973870025309e-21 1.740817973491048720e-21 1.568174270795096084e-21 1.308440923430957531e-21 1.122411780125337661e-21 9.826440287160910303e-22 7.866541701343375674e-22 3.937629280595773866e-22 2.625850784100916630e-22 1.575833381144453743e-22 1.125685548599485171e-22 9.849986166662540705e-23 7.880249154066839456e-23 3.940374455040419591e-23
1.500000000000000222e-01 1.486548142731572522e-20 1.846834103230866574e-20 1.845240199275866499e-20 1.729631200268995099e-20 1.589956381206284178e-20 1.455385601385171804e-20 1.334198055639904401e-20 1.227571728802786361e-20 1.134384359871929653e-20 1.052917669450911022e-20 9.184686146518829568e-21 8.129573498307268740e-21 7.284170325325059897e-21 6.593736474682784257e-21 6.020309842692330028e-21 5.537051341131875960e-21 5.124578330574818450e-21 4.768602103291205146e-21 4.458386574378304160e-21 3.833578889562007065e-21 3.361494056883788366e-21 2.992472202198295236e-21 2.696198601642835487e-21 2.250200764701366527e-21 1.930585972269012380e-21 1.690366375139007173e-21 1.353407492979201981e-21 6.776047542977496481e-22 4.518945068033312289e-22 2.712034154339650715e-22 1.937353717064919798e-22 1.695233576658088814e-22 1.356240600636821789e-22 6.781718977289726925e-23
1.750000000000000167e-01 1.911636319470678249e-20 2.618177086650301288e-20 2.727175687085581518e-20 2.611986628634616017e-20 2.431505855355094036e-20 2.243639553312120620e-20 2.068029741594606296e-20 1.910121868464599579e-20 1.770155920692246119e-20 1.646590616503812718e-20 1.440686322993336924e-20 1.277704358523121361e-20 1.146397994644760109e-20 1.038759495780407321e-20 9.491227823049181738e-21 8.734304860349328917e-21 8.087267398292789831e-21 7.528187275518016992e-21 7.040510326952349278e-21 6.057080249743378726e-21 5.313085141564376349e-21 4.731015458992201613e-21 4.263408840242350394e-21 3.559065989582898916e-21 3.054033094532897983e-21 2.674318667073298685e-21 2.141514464147360066e-21 1.072422202171240601e-21 7.152400390939414163e-22 4.292672464759649450e-22 3.066538983626337370e-22 2.683312235689019726e-22 2.146749024250172083e-22 1.073469784813597028e-22
2.000000000000000389e-01 2.301105431133577819e-20 3.484191439813741535e-20 3.787312144486158962e-20 3.707906686858863807e-20 3.496185223919388128e-20 3.252401891151411486e-20 3.014367969200116895e-20 2.795082123852136048e-20 2.597720699592381809e-20 2.421660940779002092e-20 2.125293887060232954e-20 1.888606894105120071e-20 1.696842982079028368e-20 1.539042983931642767e-20 1.407275643470126440e-20 1.295782041931410200e-20 1.200327333632642625e-20 1.117748926081906608e-20 1.045647467654858191e-20 9.000721319678983265e-21 7.897987591789009962e-21 7.034511737779176159e-21 6.340412288950432280e-21 5.294272643101188496e-21 4.543744048021682070e-21 3.979248084577834983e-21 3.186904279698739903e-21 1.596286147073365067e-21 1.064687547006066175e-21 6.390222098880932193e-22 4.565030279442240474e-22 3.994555680964323461e-22 3.195813375821222250e-22 1.598068766969579274e-22
2.250000000000000056e-01 2.630855579141249501e-20 4.416207486367933024e-20 5.014124205506677974e-20 5.020034640875204203e-20 4.795333783941431355e-20 4.497863275576048126e-20 4.191919035305961195e-20 3.902304282391900291e-20 3.637278839365080108e-20 3.398215905763813826e-20 2.991481600791099354e-20 2.663634494990624844e-20 2.396470399285975274e-20 2.175765366759572069e-20 1.990959380125094627e-20 1.834267255596498113e-20 1.699906530953745058e-20 1.583528382090708402e-20 1.481816395101936136e-20 1.276202488792242605e-20 1.120249039061433812e-20 9.980265976182559125e-21 8.997184935725822365e-21 7.514589632602248434e-21 6.450341692953310406e-21 5.649599199865500059e-21 4.525283701797345152e-21 2.267172167392943435e-21 1.512242163889908798e-21 9.076804198549570354e-22 6.484367938643832264e-22 5.674068343389770536e-22 4.539524468106445079e-22 2.270021226031814003e-22
2.500000000000000000e-01 2.885376150315500435e-20 5.384752431213222488e-20 6.391576967436920244e-20 6.546360494936815213e-20 6.336371783089729171e-20 5.993078331243248973e-20 5.616900269790053152e-20 5.249651636883475286e-20 4.907422993783485125e-20 4.595025972258866229e-20 4.057521180203200295e-20 3.620085627019340448e-20 3.261489014340712184e-20 2.964068186029133875e-20 2.714321765163944326e-20 2.502128197409022116e-20 2.319888333230233557e-20 2.161844349492794165e-20 2.023581457448235879e-20 1.743730547235314146e-20 1.531194657927939750e-20 1.364482806946267624e-20 1.230307456177301584e-20 1.027832079087396355e-20 8.824082352342044750e-21 7.729515143591260936e-21 6.192137849305050722e-21 3.102960834624045657e-21 2.069848461054510884e-21 1.242418824897781545e-21 8.875844384821462745e-22 7.766738593220629992e-22 6.213801208079066263e-22 3.107294495742694882e-22
2.750000000000000777e-01 3.057147028714658369e-20 6.361288982341646894e-20 7.900328539759286914e-20 8.280882984049074519e-20 8.123164015025286032e-20 7.748174445650178239e-20 7.303166400274219902e-20 6.853079369626130410e-20 6.425191790484818503e-20 6.029581768924227903e-20 5.340785249330591840e-20 4.774599075328684602e-20 4.307605173950212751e-20 3.918698137260212934e-20 3.591191984895032254e-20 3.312344106808263043e-20 3.072475778782748999e-20 2.864195295488097548e-20 2.681802743915109355e-20 2.312167715210956311e-20 2.031077867775021352e-20 1.810399687126053457e-20 1.632680383930528676e-20 1.364330693307313305e-20 1.171485731137827454e-20 1.026283876793264420e-20 8.222730986328786982e-21 4.121438002818170326e-21 2.749390623718487556e-21 1.650379306467408427e-21 1.179050481609602694e-21 1.031723933448840173e-21 8.254391067003262620e-22 4.127771091572496335e-22
