5.000000000000000971e-02 2.321644133575931986e-04 1.581902706535241710e-04 1.291345918982538129e-04 8.253631749392169401e-05 6.638433748926020491e-05 4.450174365622861026e-05 3.344553652772333421e-05 2.678377151266572227e-05 1.914971042582362670e-05 1.341257799827506393e-05 4.473811028956583140e-06 2.684545813419086855e-06 1.677923553487284135e-06 1.342359707285657104e-06
7.500000000000001110e-02 2.152166823132310963e-04 1.532563070557330239e-04 1.263906667835940111e-04 8.169752970077177130e-05 6.588679818564293234e-05 4.429079208818614952e-05 3.332153535486107032e-05 2.669810984755555881e-05 1.909766871845952675e-05 1.338001034641590742e-05 4.464421228085866599e-06 2.679040735794431519e-06 1.674523841012577591e-06 1.339650306948054338e-06
1.000000000000000194e-01 1.993608052515390486e-04 1.484572307315723083e-04 1.236980459920166125e-04 8.086639496453686007e-05 6.539264925133268205e-05 4.408076806507291211e-05 3.319796376067994583e-05 2.661270444295146955e-05 1.904575876232051637e-05 1.334751580273908881e-05 4.455049312770078163e-06 2.673545861375525416e-06 1.671130340136912842e-06 1.336945834302598596e-06
1.250000000000000000e-01 1.845416506465402608e-04 1.437902257778130347e-04 1.210559882883093695e-04 8.004285595229012923e-05 6.490187103920581793e-05 4.387166793065273623e-05 3.307482038146722912e-05 2.652755459048870132e-05 1.899398024845357099e-05 1.331509421590084885e-05 4.445695252130652066e-06 2.668061173098165186e-06 1.667743040645260799e-06 1.334246281289522990e-06
1.500000000000000222e-01 1.707050333700993808e-04 1.392524888627930753e-04 1.184637553435572538e-04 7.922685556001351787e-05 6.441444397719978208e-05 4.366348804049735685e-05 3.295210385731298027e-05 2.644265958357019773e-05 1.894233286857116289e-05 1.328274543484614797e-05 4.436359015337670190e-06 2.662586653924094632e-06 1.664361932337834091e-06 1.331551639861014813e-06
1.750000000000000167e-01 1.577979810662624564e-04 1.348412323706608181e-04 1.159206120841519192e-04 7.841833691559171892e-05 6.393034856853558668e-05 4.345622476196608371e-05 3.282981283210183822e-05 2.635801871736293998e-05 1.889081631505000759e-05 1.325046930880822239e-05 4.427040571609801070e-06 2.657122286840973373e-06 1.660987005030069498e-06 1.328861901981199012e-06
2.000000000000000389e-01 1.457689476929992754e-04 1.305536872965755229e-04 1.134258270214515986e-04 7.761724338170310938e-05 6.344956539193129339e-05 4.324987447418522857e-05 3.270794595350478082e-05 2.627363128879403356e-05 1.883943028092977296e-05 1.321826568730805559e-05 4.417739890214224515e-06 2.651668054862344241e-06 1.657618248552605923e-06 1.326177059626122949e-06
2.250000000000000056e-01 1.345679811305127858e-04 1.263871059064958886e-04 1.109786725628183519e-04 7.682351855860884682e-05 6.297207510180550453e-05 4.304443356802742409e-05 3.258650187297087812e-05 2.618949659654706944e-05 1.878817445991175109e-05 1.318613442015384636e-05 4.408456940466558758e-06 2.646223941027589230e-06 1.654255652751262368e-06 1.323497104783736070e-06
2.500000000000000000e-01 1.241468510034777020e-04 1.223387641745622451e-04 1.085784253047370829e-04 7.603710628684357464e-05 6.249785842847268213e-05 4.283989844609092229e-05 3.246547924571912701e-05 2.610561394105831572e-05 1.873704854635761821e-05 1.315407535744054972e-05 4.399191691730797780e-06 2.640789928401904509e-06 1.650899207487018032e-06 1.320822029453878680e-06
2.750000000000000777e-01 1.144591421844407583e-04 1.184059640104748287e-04 1.062243663086971386e-04 7.525795064980749188e-05 6.202689617832839739e-05 4.263626552267866951e-05 3.234487673073016377e-05 2.602198262451297725e-05 1.868605223528813029e-05 1.312208834954933484e-05 4.389944113419230836e-06 2.635366000076250874e-06 1.647548902635992617e-06 1.318151825648262039e-06
3.000000000000000444e-01 1.054603188312773482e-04 1.145860352886963394e-04 1.039157813604986116e-04 7.448599597626411116e-05 6.155916923402651644e-05 4.243353122377738803e-05 3.222469299073811908e-05 2.593860195084150247e-05 1.863518522238182876e-05 1.309017324714712252e-05 4.380714174992384864e-06 2.629952139167330027e-06 1.644204728089425362e-06 1.315486485390456715e-06
3.250000000000000666e-01 9.710776325750372596e-05 1.108763376907492788e-04 1.016519612136203423e-04 7.372118684274325720e-05 6.109465855464712969e-05 4.223169198703651548e-05 3.210492669222235094e-05 2.585547122571577519e-05 1.858444720397376995e-05 1.305832990118604139e-05 4.371501845958945705e-06 2.624548328817542227e-06 1.640866673753651327e-06 1.312826000715869716e-06
3.500000000000000333e-01 8.936079343528086766e-05 1.072742623713503164e-04 9.943220181727013655e-05 7.296346807585265366e-05 6.063334517585610578e-05 4.203074426174696799e-05 3.198557650539936737e-05 2.577258975654544862e-05 1.853383787705427149e-05 1.302655816290296210e-05 4.362307095875688649e-06 2.619154552194949020e-06 1.637534729550086994e-06 1.310170363671736228e-06
3.750000000000000000e-01 8.218066248226287072e-05 1.037772334586143036e-04 9.725580452971510886e-05 7.221278475449916879e-05 6.017521021005605309e-05 4.183068450881993056e-05 3.186664110421449160e-05 2.568995685247418457e-05 1.848335693926758417e-05 1.299485788381898735e-05 4.353129894347416602e-06 2.613770792493244437e-06 1.634208885415202315e-06 1.307519566317096960e-06
4.000000000000000777e-01 7.553054308065401874e-05 1.003827093980687866e-04 9.512207631747264752e-05 7.146908221202226776e-05 5.972023484652902794e-05 4.163150920076548461e-05 3.174811916633375769e-05 2.560757182437595357e-05 1.843300408891063830e-05 1.296322891573894371e-05 4.343970211026878769e-06 2.608397032931712648e-06 1.630889131300505676e-06 1.304873600722785860e-06
4.250000000000000444e-01 6.937549941576607205e-05 9.708818414975755229e-05 9.303032994092131345e-05 7.073230603823972605e-05 5.926840035157081977e-05 4.143321482167109347e-05 3.163000937313573151e-05 2.552543398485131475e-05 1.838277902493182066e-05 1.293167111075089367e-05 4.334828015614706280e-06 2.603033256755193653e-06 1.627575457172521663e-06 1.302232458971414234e-06
4.500000000000000111e-01 6.368244891932816135e-05 9.389118824725761162e-05 9.097988412687629508e-05 7.000240208140966940e-05 5.881968806861738263e-05 4.123579786718011475e-05 3.151231040970335222e-05 2.544354264822373286e-05 1.833268144692961238e-05 1.290018432122563088e-05 4.325703277859352054e-06 2.597679447234049825e-06 1.624267853012767347e-06 1.299596133157351900e-06
4.749999999999999778e-01 5.842012057110621296e-05 9.078928972700666918e-05 8.897006372865204533e-05 6.927931645010837133e-05 5.837407941836319624e-05 4.103925484447013667e-05 3.139502096481571933e-05 2.536189713053583111e-05 1.828271105515142351e-05 1.286876839981619393e-05 4.316595967557006089e-06 2.592335587664128217e-06 1.620966308817738938e-06 1.296964615386712574e-06
5.000000000000000000e-01 5.355902423762183117e-05 8.778009493592850649e-05 8.700019987412186545e-05 6.856299551502707432e-05 5.793155589887159708e-05 4.084358227223116526e-05 3.127813973093996128e-05 2.528049674954576916e-05 1.823286755049222417e-05 1.283742319945736654e-05 4.307506054551531940e-06 2.587001661366726681e-06 1.617670814598884475e-06 1.294337897777340323e-06
5.250000000000000222e-01 4.907139763858063016e-05 8.486124922494473117e-05 8.506963010226361406e-05 6.785338591068856644e-05 5.749209908567773017e-05 4.064877668064389288e-05 3.116166540422315805e-05 2.519934082472347555e-05 1.818315063449336884e-05 1.280614857336518131e-05 4.298433508734404886e-06 2.581677651688555329e-06 1.614381360382585186e-06 1.291715972458789865e-06
5.500000000000001554e-01 4.493113549282923042e-05 8.203043753559008736e-05 8.317769848866696421e-05 6.715043453708541082e-05 5.705569063188356581e-05 4.045483461135767538e-05 3.104559668448407419e-05 2.511842867724701903e-05 1.813356000934127847e-05 1.277494437503641988e-05 4.289378300044632303e-06 2.576363542001704343e-06 1.611097936210137702e-06 1.289098831572312598e-06
5.750000000000000666e-01 4.111371784812599812e-05 7.928538488658291568e-05 8.132375576046143575e-05 6.645408856124150848e-05 5.662231226824573357e-05 4.026175261746861762e-05 3.092993227520508825e-05 2.503775962999892565e-05 1.808409537786620370e-05 1.274381045824813523e-05 4.280340398468688449e-06 2.571059315703607133e-06 1.607820532137730764e-06 1.286486467270840502e-06
6.000000000000000888e-01 3.759613858956495830e-05 7.662385676685874074e-05 7.950715940110739490e-05 6.576429541869824140e-05 5.619194580325558377e-05 4.006952726349740160e-05 3.081467088352408159e-05 2.495733300756245856e-05 1.803475644354097471e-05 1.271274667705714177e-05 4.271319774040450087e-06 2.565764956217005605e-06 1.604549138236425743e-06 1.283878871718971108e-06
6.250000000000001110e-01 3.435683443277401090e-05 7.404365944124556955e-05 7.772727374548058475e-05 6.508100281492698461e-05 5.576457312321251349e-05 3.987815512536714834e-05 3.069981122022628656e-05 2.487714813621801985e-05 1.798554291047972390e-05 1.268175288579953594e-05 4.262316396841119403e-06 2.560480446989911198e-06 1.601283744592135883e-06 1.281276037092949286e-06
