1.000000000000000000e+00 1.682359341292129102e+04 4.105329375707746949e+06 8.737905772582655773e+06 1.287514062460870296e+07 1.582581719826823659e+07 1.764981129852149263e+07 1.862112298699845374e+07 1.788364027700132504e+07 1.519941394298478775e+07 1.109387937215509824e+07 6.993344759157468565e+06 3.582546972704511136e+06 1.206506785365905380e+06 7.249861704933210276e+05 5.181494088959325454e+05 4.534602121369165834e+05 3.628551769713183166e+05 1.815110771231980470e+05 1.210252424020658655e+05 7.262356685107127123e+04
2.000000000000000000e+00 4.219131531588875550e-01 1.225949817797594151e+05 8.182136767657507444e+05 2.342728731849863194e+06 4.367752940795106813e+06 6.424301180446488783e+06 8.216171741713599302e+06 1.215198536087526567e+07 1.189661200094664656e+07 9.582504072923911735e+06 6.361778978714674711e+06 3.340940342184633017e+06 1.136867846415747656e+06 6.841667322185726371e+05 4.892621645651468425e+05 4.282547983983317972e+05 3.427685087750792736e+05 1.715422975173275918e+05 1.143953420484798407e+05 6.865315093848487595e+04
3.000000000000000000e+00 6.235913328951475440e-06 2.836885654099264684e+03 6.365417793290466216e+04 3.714623642325891415e+05 1.086288887838714989e+06 2.158586389867767226e+06 3.405916960366738960e+06 8.079745460785144940e+06 9.221831550310716033e+06 8.251349285666150972e+06 5.781884983045820147e+06 3.114422800028848462e+06 1.070941130323325284e+06 6.454652454678711947e+05 4.618575031455400749e+05 4.043387190307532437e+05 3.237046489821700961e+05 1.620766410806606291e+05 1.080990910526985390e+05 6.488209283460203733e+04
4.000000000000000000e+00 0.000000000000000000e+00 5.637614413938197799e+01 4.410886747323270356e+03 5.385027360827278608e+04 2.517902152688165952e+05 6.857303357812521281e+05 1.349522837075512158e+06 5.278040727342704311e+06 7.088595149514948018e+06 7.084638933711971156e+06 5.250092128680096008e+06 2.902131898504056036e+06 1.008543102666090941e+06 6.087798546667560004e+05 4.358649342436173465e+05 3.816508860924481996e+05 3.056153718032955658e+05 1.530906092251504015e+05 1.021209543039591517e+05 6.130113290850288467e+04
5.000000000000000888e+00 0.000000000000000000e+00 1.009836310234723644e+00 2.818579626313980384e+02 7.320214833020715560e+03 5.541757052981785819e+04 2.088477732480114501e+05 5.164993743587146746e+05 3.397389137133745942e+06 5.408670382123475894e+06 6.066544165144224651e+06 4.762988897690571845e+06 2.703249064505668823e+06 9.494986712696054019e+05 5.740132692626889329e+05 4.112170917458505137e+05 3.601329098246863578e+05 2.884545712687860359e+05 1.445617264480629237e+05 9.644607093552788137e+04 5.790141240449933684e+04
6.000000000000000000e+00 0.000000000000000000e+00 1.675728058163998210e-02 1.694912812194095864e+01 9.474426669695153578e+02 1.171724970985493201e+04 6.153051603756959958e+04 1.922758315028727520e+05 2.159570733616825193e+06 4.099800664206353016e+06 5.181669221582598053e+06 4.317329526436314918e+06 2.516997757110409904e+06 8.936408247865098529e+05 5.410725723291564500e+05 3.878496041049603373e+05 3.397289869786645286e+05 2.721781738800546154e+05 1.364684985505092482e+05 9.106022687193338061e+04 5.467445715912192827e+04
7.000000000000000000e+00 0.000000000000000000e+00 2.620937879067480642e-04 9.717534727997821919e-01 1.179354402737198342e+02 2.398706656105468483e+03 1.764465766013706161e+04 6.996303441945738450e+04 1.357914972645386588e+06 3.089357255129929166e+06 4.415376671718856320e+06 3.910037591264095623e+06 2.342641671450153459e+06 8.408102856168150902e+05 5.098690366867807461e+05 3.657009696855769726e+05 3.203857934877687367e+05 2.567440546480416961e+05 1.287903724640641012e+05 8.594982843006610346e+04 5.161216194186854409e+04
8.000000000000000000e+00 0.000000000000000000e+00 3.909026167116370386e-06 5.360080464876972040e-02 1.421864500498663020e+01 4.781058013289107294e+02 4.946909495846643040e+03 2.497247039883229809e+04 8.457450748453804990e+05 2.315523673168556765e+06 3.753991021266982425e+06 3.538207087677485775e+06 2.179482990733596962e+06 7.908551766484277323e+05 4.803179482654457679e+05 3.447124369838127168e+05 3.020523813260478782e+05 2.421119563948361902e+05 1.215076976269616425e+05 8.110187693587120157e+04 4.870677539709737903e+04
9.000000000000000000e+00 0.000000000000000000e+00 5.626625154203506365e-08 2.863028009818387523e-03 1.668924810132966563e+00 9.316717195478308611e+01 1.360524959143300975e+03 8.767767626615916015e+03 5.223168954225563211e+05 1.727071516229875386e+06 3.184911562101958320e+06 3.199101465308704413e+06 2.026860687832721975e+06 7.436307013136587339e+05 4.523384364408534020e+05 3.248278895416551386e+05 2.846800793992467807e+05 2.282434121989299892e+05 1.146016888533773454e+05 7.650394431968002755e+04 4.595088556522447470e+04
1.000000000000000178e+01 0.000000000000000000e+00 5.204243550034567987e-11 1.488146008383807190e-04 1.914611816882165196e-01 1.780615319963660070e+01 3.680065060980030012e+02 3.034432659495498228e+03 3.201384738063640543e+05 1.282405219408277655e+06 2.696658697911556810e+06 2.890151015826800372e+06 1.884148877483742312e+06 6.989988364738448290e+05 4.258533110880272579e+05 3.059937353832516237e+05 2.682223983200408402e+05 2.151016708686838101e+05 1.080543906412510114e+05 7.214414965449759620e+04 4.333740596213830577e+04
