1.000000000000000000e+00 5.958778098146040418e-03 1.429408166284684922e+00 3.033833490331073968e+00 4.463014475621113419e+00 5.480262883300998311e+00 6.107792264149496830e+00 6.440934978566760449e+00 6.179498562971537545e+00 5.250266910682830357e+00 3.831259022247915258e+00 2.414881021370827607e+00 1.237038630384273752e+00 4.165963468231436151e-01 2.503311875364352401e-01 1.789122677385264482e-01 1.565756668844444921e-01 1.252905660973638591e-01 6.267410412894688920e-02 4.178890134275832502e-02 2.507624839110337775e-02
2.000000000000000000e+00 3.113497017012228091e-07 8.757416326420380814e-02 5.810529827342693077e-01 1.657881049069322543e+00 3.084096085214878435e+00 4.529545412348058520e+00 5.786989042096587710e+00 8.539700570029449267e+00 8.354252516212076429e+00 6.726021436649927132e+00 4.464369304770950286e+00 2.344287905785300996e+00 7.977023314770825824e-01 4.800560365986182854e-01 3.432980763076934339e-01 3.004913090409694343e-01 2.405085517585852095e-01 1.203651436503720557e-01 8.026714956922013922e-02 4.817147736836339261e-02
3.000000000000000000e+00 7.166859819629671558e-12 3.118376257348898662e-03 6.936307605557798239e-02 4.026383785660133108e-01 1.173450409257196458e+00 2.326431624815438859e+00 3.664842606766317790e+00 8.662696067662013277e+00 9.875939688707848774e+00 8.830066662562412461e+00 6.185257330460361302e+00 3.331243007677863854e+00 1.145453175878583529e+00 6.903721660208997912e-01 4.939898781817015916e-01 4.324693063411533256e-01 3.462252937481173909e-01 1.733525155615606161e-01 1.156196735161537648e-01 6.939601541335792267e-02
4.000000000000000000e+00 4.456131383590442828e-24 8.474512355786398895e-05 6.556247249356921686e-03 7.948449564436442516e-02 3.699580043155233366e-01 1.004425220529556295e+00 1.972385954973847388e+00 7.675889242637326859e+00 1.029272660124364691e+01 1.027643615196510751e+01 7.611775547860953672e+00 4.206840152002615518e+00 1.461876515718484537e+00 8.824187689688709479e-01 6.317800620471238915e-01 5.531974177627986267e-01 4.429849057755375075e-01 2.219024558431489658e-01 1.480227236244166245e-01 8.885502890750945904e-02
5.000000000000000888e+00 5.577426259688439294e-29 1.945511971023030149e-06 5.357317726763378540e-04 1.379522322931108283e-02 1.038478357164276250e-01 3.898448704395837683e-01 9.614609729237655333e-01 6.284371850439348428e+00 9.984473832257737769e+00 1.118415338920858737e+01 8.775640301069582705e+00 4.979482717106971990e+00 1.748897179538139834e+00 1.057279141125888833e+00 7.574226660760141616e-01 6.633302563878161751e-01 5.313054322422054998e-01 2.662685913931021608e-01 1.776442346089385227e-01 1.066487372514760973e-01
6.000000000000000000e+00 5.788846062279708343e-34 3.970711829390247033e-08 3.954519004918452806e-05 2.188607701433533618e-03 2.688687907397175822e-02 1.405378525429956116e-01 4.377110384707149637e-01 4.878679048254724648e+00 9.238835903938761973e+00 1.165791655283706874e+01 9.706124716341173908e+00 5.657066595440053192e+00 2.008341775956018704e+00 1.215983108661531586e+00 8.716350238031953523e-01 7.634907065282403593e-01 6.116799568913491303e-01 3.066924705586733246e-01 2.046441741044400242e-01 1.228726196845860430e-01
7.000000000000000000e+00 5.220953853898797140e-39 7.423648867303069051e-10 2.705574662820670923e-06 3.246793417908802929e-04 6.553473270562743848e-03 4.794990107776776062e-02 1.893966278624837907e-01 3.643144378250794180e+00 8.264046956975093394e+00 1.178845706015670913e+01 1.043014714543470411e+01 6.247004757549539100e+00 2.241943097578118493e+00 1.359509360610181128e+00 9.750993457589451907e-01 8.542712856959892020e-01 6.845776684879704144e-01 3.434040732847770117e-01 2.291748779561987581e-01 1.376176142013505743e-01
8.000000000000000000e+00 4.217145686065985178e-44 1.296022222374117283e-11 1.744363766640083727e-07 4.570085582288860348e-05 1.523660969039429894e-03 1.567065180367191446e-02 7.876303574775973815e-02 2.640233279047355719e+00 7.204017730012013843e+00 1.165333228142567101e+01 1.097237259529636511e+01 6.756251016826755773e+00 2.451344348131223150e+00 1.488787689099175804e+00 1.068464239163417817e+00 9.362354533939736267e-01 7.504448850659934944e-01 3.766223016041820859e-01 2.513813726301548090e-01 1.509703088452317155e-01
9.000000000000000000e+00 3.114808811484513844e-49 2.149069876779259670e-13 1.071952163102250963e-08 6.164995935964712531e-06 3.409578201119629003e-04 4.946051064669608130e-03 3.172033241886577926e-02 1.868020354068695266e+00 6.152960234775301629e+00 1.131797999147591760e+01 1.135532331156475649e+01 7.191322988138604266e+00 2.638103199156222267e+00 1.604701140753279631e+00 1.152346167912874142e+00 1.009918868640659939e+00 8.097060382290712788e-01 4.065554511708555085e-01 2.714016852009121239e-01 1.630131256505534809e-01
1.000000000000000178e+01 2.135601065185917097e-54 3.467342246968400089e-16 6.330657181060323935e-10 8.028328510062750470e-07 7.391427758042412480e-05 1.516598198975404807e-03 1.243907873577023218e-02 1.295748956706004540e+00 5.168212909733759020e+00 1.083690853407224530e+01 1.159949532274463024e+01 7.558324237655238420e+00 2.803695682401639466e+00 1.708088082492841497e+00 1.227330855013812450e+00 1.075830598076648048e+00 8.627646189420252743e-01 4.334016645144552760e-01 2.893671413609457677e-01 1.738244974944428423e-01
