0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	148.4532126090366	307.58459468763795	632.373619996875	371.1649000452784	233.73343223616826	119.68612575821453	40.30212075696184	24.217180652886498	17.308032145727303	15.147173053216568	12.120635430535842	6.063100319410663	4.042662630704473	2.4258786541667874
2.	9.800584703371486	61.77377918033525	573.2528225967321	646.8977809471763	428.5547151301768	224.86536624981173	76.49902453782937	46.03618783975966	32.921279271310915	28.81620213624807	23.064006709828373	11.542614420111784	7.697348493720733	4.6194812102252465
3.	0.3766294501600296	7.750510966888233	366.7945678136434	843.1110554234042	588.8300611950096	316.7589620848956	108.88160078527551	65.6219359472865	46.95487703443461	41.10713348367861	32.90938865805161	16.477450495700563	10.989840790964147	6.596204288462745
4.	0.011036101618341768	0.7702796058154489	199.6026329697041	974.0771256830109	718.5681968077936	396.50495571272234	137.7236889839599	83.12995627176863	59.51749079396454	52.114412386732845	41.73164138579929	20.904372341671934	13.944506514725319	8.370601081911802
5.	0.00027267736173789466	0.06615513857794797	98.4237948532535	1052.3650927925967	821.43507182203	465.1628349621855	163.28295166230797	98.70686490894013	70.71163454119227	61.92715827453515	49.60142601960386	24.858103089569358	16.58436472738813	9.956421912282073
6.	5.976014137572316e-6	0.005128478746975067	45.33672212664169	1088.8688688132358	900.7703979741784	523.7179845333123	185.80170751230304	112.4908096620733	80.63397566229602	70.62942761183396	56.585410914276764	28.37142440728294	18.93115186591561	11.36665302300799
7.	1.1967802549797473e-7	0.0003681198694061521	19.850544798727917	1092.8950140191205	959.6054124131343	573.0859478503277	205.50772625814827	124.61189682420311	89.37562610708655	78.30046510674397	62.74646873632924	31.475271347431992	21.00538419021275	12.613553679848616
8.	2.232234261152051e-9	0.000024871320271685304	8.353422486526648	1072.286826789304	1000.6813696860808	614.1165022877434	222.6149868459032	135.19259865849446	97.02242051767863	85.01494370366558	68.1438647884165	34.19882301900649	22.82641749005336	13.708691646864466
9.	3.8951956889026765e-11	1.5996732850248376e-6	3.404061975547867	1033.5676056972263	1026.4683572949934	647.5975512931411	237.32440046920502	144.3481423700552	103.65518185002762	90.84319381877566	72.8334369309234	36.56958925091268	24.412504160989087	14.66297710307398
10.	1.03234126771459e-12	9.875032453201857e-8	1.3505800478835965	982.0909357863238	1039.1841083850231	674.2588373625426	249.82449989092578	152.1868813328064	109.3499750012857	95.85142225832993	76.8677674434638	38.61349340976563	25.780847755537476	15.486695062658216
11.	0.	5.887329239271761e-9	0.5238258333862648	922.1896172530367	1040.8125519195935	694.7754801843287	260.2920964670369	158.8106493063325	114.17834893662382	100.10192124345357	80.29634715617712	40.354951528187016	26.947655111968153	16.189536359232456
12.	0.	3.409103294202314e-10	0.19922673311753408	857.3176959778185	1033.1218973289326	709.7713445629129	268.89290622704453	164.31509834991886	118.20756779053268	103.65326794910511	83.16573216826957	41.81694789399464	27.928186159166728	16.780627252435547
13.	0.	1.940153222237506e-11	0.07448490302244848	790.1821685786331	1017.6820984102693	719.8222429704302	275.78214631505455	168.79002111420985	121.50083139961615	106.56051494946378	85.51969345923952	43.02110724500297	28.73680149235083	17.2685577128992
14.	0.	9.958692222825819e-13	0.027428836001962373	722.8624797347685	995.881581377743	725.4589777596732	281.10510304682117	172.31965816506462	124.1174857065261	108.87537194708906	87.39935968663963	43.987763708685144	29.387007810836895	17.661408439547237
14.999999999999998	0.	0.	0.009964796869672268	656.9170351976921	968.943155439759	727.1702282100008	284.9976727909645	174.98299096921733	126.11322345791794	110.64637914882375	88.84335345304686	44.73602662066968	29.89150130560663	17.966776661136898
16.	0.	0.	0.0035763195553782765	593.4767231740955	937.9390520300523	725.405287675049	287.5868768368896	176.85402114724099	127.54027560313031	111.91907263753447	89.88792131412254	45.28384335095448	30.262209081092767	18.19180077198809
17.	0.	0.	0.001269414071155001	533.3259514463116	903.8050616354078	720.5766561614772	288.9913513677659	178.00203657604095	128.44759378467643	112.73614207539664	90.56705778923491	45.648059261808505	30.510328692393074	18.343183849949327
18.	0.	0.	0.00044605497912531233	476.97203217758124	867.3537557494338	713.0624936959316	289.3218136141866	178.49186490063863	128.88102429657386	113.13758106151273	90.91262362607515	45.844474916593825	30.646365876023296	18.427216102819457
18.999999999999996	0.	0.	0.00015529287075562195	424.70393126338956	829.2867964524397	703.208939836792	288.6815052227968	178.38411499333023	128.88347387200625	113.16083045419515	90.95445856101283	45.88790065417089	30.68017054933224	18.449796287679103
20.	0.	0.	0.000053604906018502515	376.64148342490245	790.2063480094366	691.3323046616058	287.1666138342144	177.73540687738208	128.49506764779315	112.84091495622415	90.72048880759286	45.79220863914202	30.620971150819983	18.41645214588337
21.	0.	0.	0.000018357758993270107	332.7761880036072	750.6256141599426	677.7211365136469	284.8666738259405	176.5985906122476	127.75329963962581	112.21057324980457	90.23682949657015	45.5703824939387	30.477407390821746	18.33235989482578
22.	0.	0.	6.240740082406223e-6	293.0046663907545	710.9785318521092	662.6381717246356	281.8649471386233	175.02295461781623	126.69317604898872	111.30038195676528	89.52788228218827	45.23456461465862	30.257561479339792	18.202362816000203
23.	0.	0.	2.1070038101617888e-6	257.15579729029315	671.6286574033758	646.3221714480088	278.2387850679779	173.05442389643403	125.34735171011565	110.13887368877222	88.61642832103485	44.79610126860796	29.968987895221858	18.03098897736116
24.	0.	0.	7.067977194233081e-7	225.01246317972908	632.8772847565847	628.9896506405929	274.0599718698253	170.73574859332322	123.74625997320999	108.75264944193478	87.52371682173191	44.26558556769465	29.61874175839427	17.822468126511154
